all lines with 'Langobard'...:
Tag	Token	Sentence
PRS-B	Langobardis	Ex_0 hoc_0 vero_0 gradatim_0 proficiens_0 ,_0 ad_0 maius_0 culmen_0 evectus_0 est._0 Igitur_0 prorumpentibus_0 Langobardis_PRS-B in_0 Galliis_GEO-B ,_0 Amatus_PRS-B patricius_0 ,_0 qui_0 nuper_0 Celsi_PRS-B successor_0 extiterat_0 ,_0 contra_0 eos_0 abiit_0 ,_0 cummissumque_0 bellum_0 ,_0 terga_0 vertit_0 ceciditque_0 ibi._0 Tantumque_GEO-B tunc_0 stragem_0 Langobardi_0 feruntur_0 fecisse_0 de_0 Burgundionibus_GRP-B ,_0 ut_0 non_0 possit_0 colligi_0 numerus_0 occisorum_0 ;_0
0	Langobardi	Ex_0 hoc_0 vero_0 gradatim_0 proficiens_0 ,_0 ad_0 maius_0 culmen_0 evectus_0 est._0 Igitur_0 prorumpentibus_0 Langobardis_PRS-B in_0 Galliis_GEO-B ,_0 Amatus_PRS-B patricius_0 ,_0 qui_0 nuper_0 Celsi_PRS-B successor_0 extiterat_0 ,_0 contra_0 eos_0 abiit_0 ,_0 cummissumque_0 bellum_0 ,_0 terga_0 vertit_0 ceciditque_0 ibi._0 Tantumque_GEO-B tunc_0 stragem_0 Langobardi_0 feruntur_0 fecisse_0 de_0 Burgundionibus_GRP-B ,_0 ut_0 non_0 possit_0 colligi_0 numerus_0 occisorum_0 ;_0
PRS-B	Langobardis	Inruentibus_0 iterum_0 Langobardis_PRS-B in_0 Gallias_GRP-B et_0 usque_0 Mustias_PRS-B Calmes_GRP-B accedentibus_0 ,_0 quod_0 adiacit_0 civitati_0 Ebredonense_GEO-B ,_0 Mummolus_PRS-B exercitum_0 movit_0 et_0 cum_0 Burgundionibus_GRP-B illuc_0 proficiscetur_0 ._0
PRS-B	Langobardis	Circumdatisque_0 Langobardis_PRS-B cum_0 exercitu_0 ,_0 factis_0 etiam_0 concidibus_0 ,_0 per_0 divia_0 silvarum_0 ,_0 inruit_0 super_0 eos_0 ,_0 multus_0 interfecit_0 ,_0 nonnullus_0 coepit_0 et_0 rege_0 direxit_0 ._0
GEO-B	Langobardis	Post_0 haec_0 Saxones_GRP-B ,_0 qui_0 cum_0 Langobardis_GEO-B in_0 Italiam_GEO-B venerant_0 ,_0 iterum_0 prorumpunt_0 in_0 Galliis_GRP-B et_0 infra_0 territurium_0 Regensim_GEO-B ,_0 id_0 est_0 apud_0 Stablonem_GRP-B villam_0 castra_0 ponunt_0 ,_0 discurrentes_0 per_0 villas_0 urbium_0 vicinarum_0 ,_0 diripientes_0 praedas_0 ,_0 captivos_0 abducentes_0 vel_0 etiam_0 cuncta_0 vastantes_0 ._0
PRS-B	Langobardis	De_0 Langobardis_PRS-B et_0 Mummolo_PRS-B ._0
PRS-B	Langobardorum	Post_0 haec_0 tres_0 Langobardorum_PRS-B duces_0 ,_0 id_0 est_0 Amo_PRS-B ,_0 Zaban_PRS-B ac_0 Rodanus_PRS-B ,_0 Gallias_GRP-B inruperunt_0 ._0
PRS-B	Langobardi	Quod_0 videntes_0 Langobardi_PRS-B nec_0 morati_0 ,_0 evaginatis_0 gladiis_0 hos_0 adpetunt_0 ,_0 cummissoque_0 bello_0 ,_0 in_0 tantum_0 caesi_0 sunt_0 ,_0 ut_0 Rhodanus_GEO-B sauciatus_0 lancia_0 ad_0 montium_0 excelsa_0 confugiret_0 ._0
PRS-B	Langobardorum	Commissoque_0 proelio_0 ,_0 Langobardorum_PRS-B phalangae_0 usque_0 ad_0 internitionem_0 caesae_0 ,_0 cum_0 paucis_0 duces_0 in_0 Italiam_GEO-B sunt_0 regressi_0 ._0
GEO-B	Langobardis	et_0 in_0 proeliis_0 illis_0 ,_0 sicut_0 iam_0 supra_0 meminimus_0 ,_0 quae_0 Mummolus_PRS-B cum_0 Langobardis_GEO-B gessit_0 ,_0 tamquam_0 unus_0 ex_0 laicis_0 ,_0 accincti_0 arma_0 ,_0 plurimos_0 propriis_0 manibus_0 interfecerunt_0 ._0
PRS-B	Langobardorum	Nam_0 quodam_0 tempore_0 ,_0 revelante_0 sibi_0 Spiritu_PRS-B sancto_0 ,_0 adventum_0 Langobardorum_PRS-B in_0 Galleis_PRS-B hoc_0 modo_0 praedixit_0 <COLON>_0 '_0 Venient_PRS-B '_0 ,_0 inquid_0 ,_0 '_0 Langobardi_GRP-B in_0 Galleis_GRP-B et_0 devastabunt_0 civitates_0 septem_0 ,_0 eo_0 quod_0 increverit_0 malitia_0 eorum_0 in_0 conspectu_0 Domini_0 ,_0 quia_0 nullus_0 est_0 intellegens_0 ,_0 nullus_0 est_0 qui_0 faciat_0 bonum_0 ,_0 quo_0 ira_0 Dei_PRS-B placetur_0 ._0
GRP-B	Langobardi	Nam_0 quodam_0 tempore_0 ,_0 revelante_0 sibi_0 Spiritu_PRS-B sancto_0 ,_0 adventum_0 Langobardorum_PRS-B in_0 Galleis_PRS-B hoc_0 modo_0 praedixit_0 <COLON>_0 '_0 Venient_PRS-B '_0 ,_0 inquid_0 ,_0 '_0 Langobardi_GRP-B in_0 Galleis_GRP-B et_0 devastabunt_0 civitates_0 septem_0 ,_0 eo_0 quod_0 increverit_0 malitia_0 eorum_0 in_0 conspectu_0 Domini_0 ,_0 quia_0 nullus_0 est_0 intellegens_0 ,_0 nullus_0 est_0 qui_0 faciat_0 bonum_0 ,_0 quo_0 ira_0 Dei_PRS-B placetur_0 ._0
GRP-B	Langobardis	Nunc_0 autem_0 dico_0 vobis_0 <COLON>_0 Congerete_0 omnem_0 substantiam_0 vestram_0 infra_0 murorum_0 septa_0 ,_0 ne_0 a_0 Langobardis_GRP-B deripiatui_0 ,_0 et_0 vos_0 ipsos_0 in_0 locis_0 firmissimis_0 cummonite_0 '_0 ._0
PRS-B	Langobardus	Post_0 haec_0 autem_0 ductus_0 est_0 ad_0 Gunthchramnum_PRS-B regem_0 cum_0 Epyfanio_PRS-B episcopo_0 ,_0 qui_0 tunc_0 a_0 Langobardus_PRS-B fugiens_0 Massilia_PRS-B morabatur_0 ,_0 scilicet_0 quod_0 et_0 ipse_0 conscius_0 huius_0 causae_0 fuisset_0 ._0
PRS-B	Langobardi	Quod_0 cum_0 audissent_0 Langobardi_PRS-B ,_0 timentis_0 ,_0 ne_0 ab_0 eius_0 exercitu_0 caederintur_0 ,_0 subdedirunt_0 se_0 dicioni_0 eius_0 ,_0 multa_0 ei_0 dantes_0 munera_0 ac_0 promittentes_0 se_0 parte_0 eius_0 esse_0 fidelis_0 atque_0 subiectus_0 ._0
PRS-B	Langobardus	Ab_0 imperatore_0 autem_0 Mauricio_PRS-B ante_0 hos_0 annos_0 quinquaginta_0 milia_0 soledorum_0 acceperat_0 ,_0 ut_0 Langobardus_PRS-B de_0 Italia_GEO-B extruderit_0 ._0
PRS-B	Langobardus	Commorantes_0 autem_0 ibi_0 ,_0 petere_0 ab_0 eo_0 coepimus_0 ,_0 ut_0 nobis_0 aliqua_0 de_0 conversionis_0 suae_0 bono_0 narraret_0 ,_0 vel_0 qualiter_0 ad_0 clericatus_0 officium_0 advenissit_0 ,_0 quia_0 erat_0 genere_0 Langobardus_PRS-B ._0
PRS-B	Langobardus	Promittentibus_0 nobis_0 ,_0 eum_0 omnia_0 impleturum_0 ,_0 adiecit_0 Filex_PRS-B <COLON>_0 '_0 Deprecatur_PRS-B etiam_0 pietatem_0 vestram_0 ,_0 ut_0 ei_0 solacium_0 contra_0 Langobardus_PRS-B tribuatis_0 ,_0 qualiter_0 expulsi_0 de_0 Italia_GEO-B ,_0 pars_0 illa_0 ,_0 quam_0 genitur_0 suus_0 vindicavit_0 vivens_0 ,_0 ad_0 eum_0 revertatur_0 ,_0 reliqua_0 vero_0 pars_0 per_0 vestrum_0 suumque_0 solacium_0 imperatoris_0 dicionibus_0 restituatur_0 '_0 ._0
PRS-B	Langobardis	Igitur_0 Childebertus_PRS-B rex_0 cum_0 petentibus_0 Langobardis_PRS-B sororem_0 suam_0 regi_0 eorum_0 esse_0 coniugem_0 ,_0 acceptis_0 muneribus_0 ,_0 promisisset_0 ,_0 advenientibus_0 Gothorum_PRS-B legatis_0 ipsam_0 ,_0 eo_0 quod_0 gentem_0 illam_0 ad_0 fidem_0 catholicam_0 conversam_0 fuisse_0 cognoscerit_0 ,_0 repromisit_0 ac_0 legationem_0 ad_0 imperatorem_0 direxit_0 ,_0 ut_0 ,_0 quod_0 prius_0 non_0 fecerat_0 ,_0 nunc_0 contra_0 Langobardorum_PRS-B gentem_0 debellans_0 ,_0 cum_0 eius_0 consilio_0 eos_0 ab_0 Italia_GEO-B removerit_0 ._0
PRS-B	Langobardorum	Igitur_0 Childebertus_PRS-B rex_0 cum_0 petentibus_0 Langobardis_PRS-B sororem_0 suam_0 regi_0 eorum_0 esse_0 coniugem_0 ,_0 acceptis_0 muneribus_0 ,_0 promisisset_0 ,_0 advenientibus_0 Gothorum_PRS-B legatis_0 ipsam_0 ,_0 eo_0 quod_0 gentem_0 illam_0 ad_0 fidem_0 catholicam_0 conversam_0 fuisse_0 cognoscerit_0 ,_0 repromisit_0 ac_0 legationem_0 ad_0 imperatorem_0 direxit_0 ,_0 ut_0 ,_0 quod_0 prius_0 non_0 fecerat_0 ,_0 nunc_0 contra_0 Langobardorum_PRS-B gentem_0 debellans_0 ,_0 cum_0 eius_0 consilio_0 eos_0 ab_0 Italia_GEO-B removerit_0 ._0
GRP-B	Langobardi	Quod_0 Langobardi_GRP-B pacem_0 ad_0 Childeberthum_PRS-B regem_0 petierunt_0 ._0
GEO-B	Langobardorum	Interea_0 Childeberthus_PRS-B rex_0 exercitum_0 commovit_0 et_0 Italiam_GEO-B ad_0 debellandam_0 Langobardorum_GEO-B gentem_0 cum_0 isdem_0 pergere_0 parat_0 ._0
PRS-B	Langobardi	Sed_0 Langobardi_PRS-B ,_0 his_0 auditis_0 ,_0 legatus_0 cum_0 muneribus_0 mittunt_0 ,_0 dicentes_0 <COLON>_0 '_0 Sit_0 amicitia_0 inter_0 nos_0 ,_0 et_0 non_0 pereamus_0 ac_0 dissolvamus_0 certum_0 ditioni_0 tuae_0 tributum_0 ._0
PRS-B	Langobardus	Childeberthus_0 vero_0 rex_0 iussit_0 exercitum_0 in_0 loco_0 resedere_0 misitque_0 legatus_0 ad_0 Langobardus_PRS-B ,_0 ut_0 ,_0 si_0 haec_0 quae_0 promiserant_0 confirmabant_0 ,_0 exercitus_0 reverteretur_0 ad_0 propria_0 ._0
