all lines with 'Pectav'...:
Tag	Token	Sentence
PRS-B	Pectavam	Et_0 quia_0 ex_0 iussione_0 potestatis_0 vestrae_0 ,_0 cum_0 ad_0 Pectavam_PRS-B civitatem_0 pro_0 conditionibus_0 monasterii_0 sanctae_0 recordationis_0 Radegundis_GRP-B convenimus_0 ,_0 ut_0 altercationes_0 inter_0 abbatissam_0 eiusdem_0 monasterii_0 vel_0 monachas_0 ,_0 quae_0 de_0 ipso_0 grege_0 non_0 salubri_0 deliberatione_0 progressae_0 sunt_0 ,_0 ipsis_0 disceptantibus_0 ,_0 agnuscere_0 deberimus_0 <COLON>_0 evocatis_0 partibus_0 ,_0 interrogata_0 Chrodieldis_PRS-B vel_0 Basina_GEO-B ,_0 quare_0 tam_0 audacter_0 contra_0 suam_0 regulam_0 ,_0 foribus_0 monasterii_0 confractis_0 ,_0 discesserint_0 et_0 hac_0 occasione_0 congregatio_0 adunata_0 discessa_0 sit_0 ;_0
PRS-B	Pectavis	Insuper_0 et_0 cum_0 Gundegysilus_PRS-B pontifex_0 cum_0 suis_0 provincialibus_0 ,_0 pro_0 ipsa_0 causa_0 commonitus_0 ,_0 per_0 praeceptionem_0 regum_0 Pectavis_PRS-B accessissent_0 et_0 ad_0 audientia_0 eas_0 ad_0 monasterium_0 convocarent_0 ,_0 dispecta_0 communitione_0 ,_0 ipsis_0 occurrentibus_0 ad_0 beati_0 Helari_0 confessoris_0 basilicam_0 ,_0 quo_0 ipsae_0 commorabantur_0 ,_0 accedentes_0 ,_0 ut_0 condecet_0 pastorum_0 sollicitudine_0 ,_0 dum_0 commonerentur_0 ,_0 facta_0 seditione_0 ,_0 fustebus_0 tam_0 pontifices_0 quam_0 ministros_0 adfecerunt_0 et_0 intra_0 basilica_0 fuderunt_0 sanguinem_0 levitarum_0 ._0
PRS-B	Pectavo	Sed_0 utrisque_0 rex_0 veniam_0 inpertire_0 deprecatus_0 est_0 ,_0 et_0 sic_0 in_0 communione_0 receptae_0 ,_0 Pectavo_PRS-B regredi_0 iussae_0 sunt_0 ,_0 scilicet_0 ut_0 Basina_PRS-B in_0 monasterio_0 ,_0 ut_0 praefati_0 sumus_0 ,_0 regrediretur_0 ,_0 Chrodieldis_PRS-B vero_0 in_0 villa_0 ,_0 quae_0 quondam_0 Waddonis_0 superius_0 memorati_0 fuerat_0 ,_0 sibi_0 a_0 rege_0 concessa_0 ,_0 resederet_0 ._0
0	Pectavum	Filii_0 autem_0 ipsius_0 Waddonis_0 per_0 Pectavum_0 vagantes_0 ,_0 diversa_0 committebant_0 scelera_0 ,_0 homicidia_0 furtaque_0 nonnulla_0 ._0
PRS-B	Pectavus	Cumque_0 placuisset_0 omnibus_0 hic_0 sermo_0 ,_0 conmoto_0 exercitu_0 ,_0 Pectavus_PRS-B dirigit_0 ._0
PRS-B	Pectavensem	Illa_0 quoque_0 ad_0 Deum_PRS-B conversa_0 ,_0 mutata_0 veste_0 ,_0 monastyrium_0 sibi_0 intra_0 Pectavensem_PRS-B urbem_0 construxit_0 ._0
PRS-I	Pectavinsim	Habebat_0 enim_0 et_0 Leonem_PRS-B Pectavinsim_PRS-I ad_0 omnia_0 mala_0 perpetranda_0 gravem_0 stimulum_0 ,_0 qui_0 nominis_0 sui_0 tamquam_0 leo_0 erat_0 in_0 omni_0 cupiditate_0 saevissimus_0 ._0
GRP-B	Pectavus	Cum_0 ipsa_0 enim_0 qua_0 venerat_0 infirmitate_0 regressus_0 est._0 Chramnus_PRS-B ab_0 Arverno_PRS-B regressus_0 ,_0 Pectavus_GRP-B civitatem_0 venit_0 ._0
PRS-B	Pectava	Tempore_0 vero_0 eius_0 ad_0 clericatum_0 accedens_0 ,_0 apud_0 Sellensim_PRS-B castrum_0 ,_0 quod_0 in_0 Pectava_PRS-B habitur_0 diocisi_0 ,_0 episcopus_0 ordenatur_0 ;_0
GEO-B	Pectavam	futurum_0 ,_0 ut_0 ,_0 decedente_0 Pientio_PRS-B antestite_0 ,_0 qui_0 tunc_0 Pectavam_GEO-B regebat_0 eclesiam_0 ,_0 ipse_0 succederet_0 ._0
GEO-B	Pectava	Dioceses_0 vero_0 suas_0 eclesia_0 Pectava_GEO-B recipit_0 ._0
PRS-B	Pectavis	Nam_0 post_0 mortem_0 Chariberthi_PRS-B ,_0 cum_0 Chilpericus_PRS-B Toronus_PRS-B ac_0 Pectavis_PRS-B pervasissit_0 ,_0 quae_0 Sigybertho_PRS-B regi_0 per_0 pactum_0 in_0 partem_0 venerant_0 ,_0 coniunctus_0 rex_0 ipse_0 cum_0 Gunthchramno_PRS-B fratre_0 suo_0 ,_0 Mummolum_PRS-B elegunt_0 ,_0 qui_0 has_0 urbes_0 ad_0 verum_0 dominium_0 revocare_0 deberet_0 ._0
PRS-B	Pectavum	Qui_0 Toronus_PRS-B veniens_0 ,_0 fugato_0 exinde_0 Chlodovecho_PRS-B ,_0 Chilperici_PRS-B filium_0 ,_0 exacta_0 populo_0 ad_0 partem_0 regis_0 Sigyberthi_PRS-B sacramenta_0 ,_0 Pectavum_PRS-B accessit_0 ._0
PRS-I	Pectavi	Sed_0 Basilius_PRS-B ac_0 Sigarius_PRS-B Pectavi_PRS-I civis_0 ,_0 collecta_0 multitudine_0 ,_0 resistere_0 voluerunt_0 ;_0
PRS-B	Pectavum	quos_0 de_0 diversis_0 partibus_0 circumdatus_0 oppressit_0 ,_0 obruit_0 ,_0 interimit_0 ,_0 et_0 sic_0 Pectavum_PRS-B accedens_0 ,_0 sacramenta_0 exigit_0 ._0
GEO-B	Pectavus	Chilpericus_0 autem_0 in_0 ira_0 commotus_0 ,_0 per_0 Theodoberthum_PRS-B filium_0 suum_0 seniorem_0 ,_0 qui_0 a_0 Sigybertho_PRS-B quondam_0 adpraehensus_0 sacramentum_0 dederat_0 ,_0 ut_0 ei_0 fidelis_0 esset_0 ,_0 civitates_0 eius_0 pervadit_0 ,_0 id_0 est_0 Toronus_GEO-B ,_0 Pectavus_GEO-B vel_0 reliquas_0 citra_0 Legere_GEO-B sitas_0 ._0
GRP-B	Pectavus	Qui_0 Pectavus_GRP-B veniens_0 ,_0 contra_0 Gundovaldum_PRS-B ducem_0 pugnavit_0 ._0
PRS-B	Pectavus	Chilpericus_0 vero_0 filium_0 suum_0 Merovechum_PRS-B cum_0 exercitu_0 Pectavus_PRS-B dirigit_0 ._0
PRS-B	Pectavo	Exinde_PRS-B cum_0 valde_0 anillus_0 esset_0 ,_0 Pectavo_PRS-B abiit_0 ._0
PRS-B	Pectavus	Dispositis_0 vero_0 actionibus_0 ,_0 quibus_0 in_0 Kalendas_0 Martias_0 cives_0 Pectavus_PRS-B vel_0 adfligeret_0 vel_0 damnaret_0 ,_0 pridie_0 animam_0 reddedit_0 ;_0
PRS-B	Pectavo	Quem_0 nos_0 postea_0 indutum_0 vestimentis_0 ,_0 obtenta_0 vita_0 ,_0 Pectavo_PRS-B remisimus_0 ._0
GEO-B	Pectavus	Chilpericus_0 Pectavus_GEO-B invasit_0 ._0
GRP-B	Pectavus	Quod_0 Guntchramnus_PRS-B Boso_PRS-I filias_0 suas_0 de_0 basilica_0 sancti_0 Helari_PRS-B abstulit_0 ,_0 et_0 Chilpericus_PRS-B Pectavus_GRP-B invasit_0 ._0
PRS-B	Pectavus	Guntchramnus_PRS-B Boso_PRS-B Toronus_PRS-I cum_0 paucis_0 armatis_0 veniens_0 ,_0 filias_0 suas_0 ,_0 quas_0 in_0 basilica_0 sancta_0 reliquerat_0 ,_0 vim_0 abstulit_0 et_0 eas_0 Pectavus_PRS-B civitatem_0 ,_0 qui_0 erat_0 Childeberthi_PRS-B regis_0 ,_0 perduxit_0 ._0
GRP-B	Pectavum	Chilpericus_0 quoque_0 rex_0 Pectavum_GRP-B pervasit_0 ,_0 atque_0 nepotis_0 sui_0 hominis_0 ab_0 eius_0 sunt_0 hominibus_0 effugati_0 ._0
PRS-B	Pectavo	Qua_0 accepta_0 ,_0 interfectus_0 est._0 Cum_0 autem_0 idem_0 Dracolenus_0 velociter_0 reverteretur_0 in_0 patriam_0 ,_0 his_0 diebus_0 Guntchramnus_PRS-B Boso_PRS-I filias_0 suas_0 Pectavo_PRS-B auferre_0 conabatur_0 ._0
PRS-B	Pectavum	Cumque_0 per_0 Pectavum_PRS-B terminum_0 praeterirent_0 ,_0 quod_0 tunc_0 Chilpericus_PRS-B rex_0 tenebat_0 ,_0 nuntiata_0 sunt_0 ei._0 At_0 ille_0 sub_0 custodia_0 sibi_0 eos_0 exhibere_0 praecepit_0 et_0 Parisius_PRS-B custodire_0 ._0
PRS-B	Pectavensem	Eo_0 tempore_0 apud_0 Pectavensem_PRS-B civitatem_0 lopus_0 ex_0 silvis_0 veniens_0 ,_0 per_0 portam_0 ingressus_0 est_0 ;_0
PRS-B	Pectavis	Berulfus_PRS-B vero_0 dux_0 cum_0 Toronicis_PRS-B ,_0 Pectavis_PRS-B Andecavisque_GRP-B atque_0 Namneticis_PRS-B ad_0 terminum_0 Bitoricum_GEO-B venit_0 ._0
PRS-B	Pectavo	Ceteri_0 autem_0 duces_0 et_0 camararii_0 ,_0 qui_0 cum_0 ea_0 properaverant_0 ,_0 de_0 Pectavo_PRS-B regressi_0 sunt_0 ;_0
PRS-B	Pectavum	Et_0 sic_0 a_0 bello_0 cessatum_0 est._0 De_0 interitu_0 Vidastis_PRS-B cognomento_0 Avi._PRS-B Vidastis_PRS-I cognomento_0 Avus_PRS-B ,_0 qui_0 ante_0 hos_0 annos_0 Lupum_PRS-B Ambrosiumque_PRS-B pro_0 amore_0 uxoris_0 Ambrosii_PRS-B interfecerat_0 et_0 ipsam_0 sibi_0 ,_0 quae_0 consubrina_0 sua_0 esse_0 dicebatur_0 ,_0 in_0 matrimunio_0 acceperat_0 ,_0 dum_0 multa_0 scelera_0 infra_0 Pectavum_PRS-B terminum_0 perpetraret_0 ,_0 quodam_0 loco_0 cum_0 Chulderico_PRS-B Saxone_PRS-I coniunctus_0 ,_0 dum_0 se_0 invicem_0 convitiis_0 lacesserent_0 ,_0 unus_0 ex_0 pueris_0 Chulderici_GRP-B Avonem_GRP-I hasta_0 transfixit_0 ._0
PRS-B	Pectavi	Toronici_0 vero_0 adque_0 Pectavi_PRS-B ad_0 Childeberthum_PRS-B ,_0 Sigyberthi_PRS-B filium_0 ,_0 transire_0 voluerunt_0 ,_0 sed_0 commoti_0 Biturigi_GEO-B contra_0 eos_0 venire_0 disponunt_0 adque_0 infra_0 terminum_0 Toronicum_GEO-B incendia_0 facere_0 coeperunt_0 ._0
GEO-B	Pectavi	De_0 incendio_0 et_0 praedes_0 Pectavi_GEO-B urbis_0 ._0
GRP-B	Pectavis	Exinde_PRS-B Pectavis_GRP-B veniens_0 ,_0 ab_0 ipsis_0 receptus_0 est_0 et_0 ibi_0 morabatur_0 ._0
PRS-B	Pectavos	Sicharius_PRS-B vero_0 cum_0 Willachario_0 Aurilianense_GEO-B comite_0 ,_0 qui_0 tunc_0 Toronus_PRS-B acceperat_0 ,_0 exercitum_0 contra_0 Pectavos_PRS-B commovit_0 ,_0 ut_0 scilicet_0 ab_0 una_0 parte_0 Toronici_GRP-B ,_0 ab_0 alia_0 Biturigi_PRS-B commoti_0 cuncta_0 vastarent_0 ._0
PRS-B	Pectavi	Qui_0 cum_0 ad_0 terminum_0 propinquassent_0 ac_0 domus_0 cremare_0 coepissent_0 ,_0 miserunt_0 ad_0 eos_0 Pectavi_PRS-B legatos_0 ,_0 dicentes_0 <COLON>_0 '_0 Petemus_GRP-B ,_0 ut_0 usque_0 in_0 placito_0 ,_0 quod_0 inter_0 se_0 Gunthchramnus_PRS-B et_0 Childeberthus_PRS-B regis_0 habent_0 ,_0 susteneatis_0 ._0
PRS-B	Pectavae	De_0 praeda_0 urbis_0 Pectavae_PRS-B ._0
GRP-B	Pectavum	Sed_0 pars_0 maior_0 cum_0 Aurilianensibus_GRP-B adque_0 Biturigis_PRS-B Pectavum_GRP-B petiit_0 ._0
PRS-B	Pectavum	Gundovaldus_0 vero_0 Pectavum_PRS-B accedere_0 voluit_0 ,_0 sed_0 timuit_0 ._0
GEO-B	Pectava	Post_0 haec_0 exercitus_0 ab_0 urbe_0 Pectava_GEO-B remotus_0 inantea_0 post_0 Gundovaldum_GEO-B proficiscitur_0 ._0
0	Pectavis	sed_0 Pectavis_0 super_0 se_0 inruentibus_0 ,_0 nonnulli_0 interempti_0 ,_0 plurimi_0 vero_0 spoliati_0 redierunt_0 ._0
PRS-I	Pectavam	Tamen_0 ,_0 ut_0 sciatis_0 vera_0 esse_0 quod_0 dico_0 ,_0 Radegundem_PRS-B Pectavam_PRS-I et_0 Ingutrudem_PRS-B Toronicam_PRS-I interrogate_0 ._0
PRS-B	Pectavum	His_0 discedentibus_0 ,_0 Sicharius_PRS-B iter_0 ,_0 ut_0 ad_0 regem_0 ambularet_0 praeparat_0 ,_0 et_0 ob_0 hoc_0 Pectavum_PRS-B ad_0 uxorem_0 cernendam_0 proficiscitur_0 ._0
PRS-B	Pectavis	Toronicis_0 vero_0 atque_0 Pectavis_PRS-B Ennodius_PRS-I dux_0 datus_0 est._0 Berulfus_GRP-B autem_0 ,_0 qui_0 his_0 civitatibus_0 ante_0 praefuerat_0 ,_0 pro_0 thesauris_0 Syghiberti_PRS-B regis_0 ,_0 quos_0 clam_0 abstulerat_0 ,_0 cum_0 Arnegysilo_PRS-B socio_0 suspectus_0 habetur_0 ._0
GRP-B	Pectavae	Ennodius_0 cum_0 ducatum_0 urbium_0 Thoronicae_GEO-B atque_0 Pectavae_GRP-B ministraret_0 ,_0 adhuc_0 et_0 Vice_GRP-B Iuliensis_GEO-B atque_0 Benarnae_PRS-B urbium_0 principatum_0 accipit_0 ._0
PRS-B	Pectavae	Sed_0 euntibus_0 comitibus_0 Thoronicae_GEO-B atque_0 Pectavae_PRS-B urbis_0 ad_0 regem_0 Childeberthum_PRS-B ,_0 obtenuerunt_0 ,_0 eum_0 a_0 se_0 removere_0 ._0
PRS-B	Pectavorum	Nam_0 eo_0 diae_0 ,_0 quo_0 hic_0 interfectus_0 est_0 ,_0 erant_0 cum_0 rege_0 multi_0 Thoronorum_PRS-B atque_0 Pectavorum_PRS-B ,_0 de_0 quibus_0 tale_0 fuit_0 consilium_0 ,_0 ut_0 ,_0 si_0 malum_0 hoc_0 perficere_0 potuissent_0 ,_0 hos_0 subditus_0 supplicio_0 ,_0 dicerent_0 ,_0 quia_0 <COLON>_0 '_0 Ex_0 vobis_0 fuit_0 qui_0 regem_0 nostrum_0 interemit_0 '_0 ,_0 eosque_0 diversis_0 suppliciis_0 trucidatus_0 ,_0 ultoris_0 se_0 mortis_0 regiae_0 esse_0 iactarent_0 ._0
GEO-B	Pectavum	His_0 diebus_0 nos_0 ,_0 dum_0 ad_0 occursum_0 regis_0 properaremus_0 ,_0 Wiliulfum_0 civem_0 Pectavum_GEO-B plenum_0 febre_0 ,_0 hoc_0 morbo_0 laborantem_0 ,_0 in_0 via_0 offendimus_0 ,_0 id_0 est_0 ad_0 Remensim_GEO-B urbem_0 ._0
GEO-B	Pectavae	et_0 sic_0 pariter_0 in_0 urbis_0 Pectavae_GEO-B delati_0 termino_0 ,_0 tumolati_0 sunt_0 ._0
PRS-B	Pectavo	Tranquilla_0 quoque_0 ,_0 coniux_0 Sichari_PRS-B ,_0 relictis_0 filiis_0 et_0 rebus_0 viri_0 sui_0 in_0 Toronico_PRS-B sive_0 in_0 Pectavo_PRS-B ,_0 ad_0 parentes_0 suos_0 Mauriopes_PRS-B vicum_0 expetiit_0 ;_0
PRS-B	Pectavis	Pari_0 conditione_0 civitatis_0 Mel_GEO-B ,_0 et_0 duas_0 portiones_0 de_0 Silvanectis_PRS-B ,_0 Thoronus_PRS-B ,_0 Pectavis_PRS-B ,_0 Abrincatis_PRS-B ,_0 Vico_PRS-B Iuli-Consorannis_GRP-B ,_0 Lapurdo_PRS-B et_0 Albige_PRS-B domnus_0 Childeberthus_PRS-B rex_0 cum_0 terminibus_0 a_0 praesenti_0 die_0 suae_0 vindicit_0 potestate_0 ._0
GEO-B	Pectavae	De_0 discriptoribus_0 urbis_0 Pectavae_GEO-B atque_0 Thoronicae_PRS-B ._0
PRS-B	Pectavo	Childeberthus_PRS-B vero_0 rex_0 discriptores_0 in_0 Pectavo_PRS-B ,_0 invitante_0 Maroveo_PRS-B episcopo_0 ,_0 iussit_0 abire_0 ,_0 id_0 est_0 Florentianum_PRS-B maiorem_0 domus_0 reginae_0 et_0 Romulfum_PRS-B palatii_0 sui_0 comitem_0 ,_0 ut_0 scilicet_0 populus_0 censum_0 ,_0 quem_0 tempore_0 patris_0 reddiderat_0 ,_0 facta_0 ratione_0 ,_0 innovata_0 re_0 ,_0 reddere_0 deberet_0 ._0
PRS-B	Pectavum	Tunc_0 ,_0 habito_0 consilio_0 ,_0 Pectavum_PRS-B pergit_0 ;_0
0	Pectavo	cogitavitque_0 accedere_0 ad_0 villam_0 eius_0 unam_0 ,_0 quam_0 reliquerat_0 filiae_0 suae_0 ,_0 qui_0 infra_0 Pectavo_0 termino_0 erat_0 ,_0 dicens_0 <COLON>_0 '_0 Hic_0 a_0 regno_0 alterius_0 veniens_0 ,_0 diripuit_0 equos_0 meos_0 ,_0 et_0 ego_0 auferam_0 villam_0 eius_0 '_0 ._0
PRS-B	Pectavense	De_0 scandalo_0 in_0 monasterio_0 Pectavense_PRS-B ._0
PRS-B	Pectavense	De_0 scandalo_0 in_0 monasterio_0 Pectavense_PRS-B orto_0 per_0 Chrodechilde_PRS-B et_0 Basina_PRS-B ._0
PRS-B	Pectavinse	In_0 monastirio_0 vero_0 Pectavinse_PRS-B ,_0 insidiante_0 diabolo_0 in_0 corde_0 Chrodieldis_PRS-B ,_0 qui_0 se_0 Chariberthi_PRS-B quondam_0 regis_0 filiam_0 adserebat_0 ,_0 orto_0 scandalo_0 ,_0 ipsa_0 quoque_0 quasi_0 de_0 parentibus_0 confisa_0 regibus_0 ,_0 exacta_0 sacramenta_0 sanctimunialibus_0 ,_0 ut_0 ,_0 iniectis_0 in_0 abbatissam_0 Leuboveram_PRS-B criminibus_0 ,_0 eam_0 monastyrium_0 deiecta_0 ,_0 ipsam_0 substituerent_0 principalem_0 ,_0 egressa_0 est_0 cum_0 XL_0 aut_0 eo_0 amplius_0 puellis_0 et_0 consubrinam_0 suam_0 Basinam_PRS-B ,_0 filiam_0 Chilperici_PRS-B ,_0 dicens_0 ,_0 quia_0 <COLON>_0 '_0 Vado_PRS-B ad_0 parentes_0 meos_0 regis_0 ,_0 ut_0 eis_0 contumeliam_0 nostram_0 innotiscere_0 valeam_0 ,_0 quia_0 non_0 ut_0 filiae_0 regum_0 ,_0 sed_0 ut_0 malarum_0 ancillarum_0 genitae_0 in_0 hoc_0 loco_0 humiliamur_0 '_0 ,_0 infilex_0 ac_0 facilis_0 non_0 recordans_0 ,_0 in_0 qua_0 se_0 humilitate_0 beata_0 Radegundis_GEO-B ,_0 quae_0 hoc_0 instituit_0 monastyrium_0 ,_0 exhibebat_0 ._0
GEO-B	Pectavinse	Egressa_0 ergo_0 ab_0 eo_0 ,_0 Toronus_PRS-B advenit_0 ,_0 dataque_0 nobis_0 salutatione_0 ,_0 ait_0 <COLON>_0 '_0 Depraecor_PRS-B ,_0 sanctae_0 sacerdos_0 ,_0 ut_0 has_0 puellas_0 ,_0 quae_0 in_0 magna_0 humilitate_0 ab_0 abbatissa_0 Pectavinse_GEO-B redactae_0 sunt_0 ,_0 custodire_0 digneris_0 ac_0 cibum_0 praebere_0 ,_0 donec_0 ego_0 eam_0 ad_0 reges_0 parentes_0 nostros_0 exponamque_0 eis_0 quae_0 patimur_0 et_0 revertar_0 '_0 ._0
PRS-B	Pectavina	Et_0 quia_0 quasdam_0 conperimus_0 ,_0 divinitate_0 propitia_0 ,_0 de_0 nostris_0 territuriis_0 ad_0 institutionem_0 vestrae_0 regulae_0 desiderabiliter_0 convolasse_0 ,_0 inspicientes_0 etiam_0 vestrae_0 petitionis_0 epistulam_0 libenter_0 a_0 nobis_0 exceptam_0 ,_0 hoc_0 Christo_PRS-B auctore_0 et_0 remediatore_0 firmamus_0 ,_0 ut_0 ,_0 -_0 licet_0 omnes_0 aequaliter_0 quae_0 ibi_0 conveniunt_0 in_0 Domini_PRS-B caritate_0 mansurae_0 debeant_0 inviolabiliter_0 custodire_0 ,_0 quod_0 videntur_0 libente_0 semel_0 animo_0 suscepisse_0 ,_0 quoniam_0 contaminare_0 non_0 decet_0 Christo_0 fides_0 caelo_0 teste_0 promissa_0 ,_0 ubi_0 non_0 leve_0 scaelus_0 est_0 ,_0 templum_0 Dei_PRS-B ,_0 quod_0 absit_0 ,_0 pullui_0 ,_0 ut_0 ab_0 eo_0 possit_0 ,_0 ira_0 succendente_0 ,_0 disperdi_0 ,_0 -_0 tamen_0 specialiter_0 definimus_0 ,_0 si_0 qua_0 ,_0 sicut_0 dictum_0 est_0 ,_0 de_0 locis_0 sacerdotaliter_0 nostrae_0 gubernationi_0 ,_0 Domino_PRS-B providente_0 ,_0 commissis_0 in_0 Pectavina_PRS-B civitate_0 vestro_0 monastirio_0 meruerit_0 sociari_0 ,_0 secundum_0 beatae_0 memoriae_0 domni_0 Caesarii_PRS-B Arelatensis_GRP-B episcopi_0 constituta_0 nulli_0 sit_0 ulterius_0 discedendi_0 licentia_0 ,_0 quae_0 ,_0 sicut_0 contenet_0 regula_0 ,_0 voluntate_0 prodita_0 videtur_0 ingressa_0 ,_0 ne_0 unius_0 turpi_0 dedecore_0 ducantur_0 in_0 crimine_0 ,_0 quod_0 apud_0 omnes_0 emicat_0 in_0 honore_0 ._0
0	Pectavo	Venerant_0 enim_0 pedestri_0 iteneri_0 a_0 Pectavo_0 nec_0 ullius_0 aequitis_0 habuerant_0 beneficium_0 ,_0 unde_0 anillae_0 et_0 satis_0 exiguae_0 erant_0 ._0
PRS-B	Pectavo	Qui_0 cum_0 clericis_0 suis_0 Pectavo_PRS-B accedens_0 ,_0 cum_0 grandi_0 psallentium_0 et_0 caereorum_0 micantium_0 ac_0 thymiamatis_0 apparatu_0 sancta_0 pignora_0 ,_0 absente_0 loci_0 episcopo_0 ,_0 in_0 monastirium_0 detulit_0 ._0
PRS-B	Pectavum	Cumque_0 praestulantes_0 adventum_0 nullum_0 episcopum_0 advenire_0 senserunt_0 ,_0 Pectavum_PRS-B regressi_0 sunt_0 et_0 se_0 infra_0 basilica_0 sancti_0 Helari_PRS-B tutaverunt_0 ,_0 congregatis_0 secum_0 furibus_0 ,_0 homicidis_0 ,_0 adulteris_0 omniumque_0 criminum_0 reis_0 ,_0 stabilientes_0 se_0 ad_0 bellum_0 atque_0 dicentes_0 ,_0 quia_0 <COLON>_0 '_0 Reginae_PRS-B sumus_0 nec_0 prius_0 in_0 monastyrio_0 nostro_0 ingrediemur_0 ,_0 nisi_0 abbatissa_0 eiciatur_0 foris_0 '_0 ._0
GRP-B	Pectavensi	Dum_0 autem_0 haec_0 agerentur_0 ,_0 Gundigysilus_GRP-B Burdigalinsis_GRP-B ,_0 adiunctis_0 secum_0 Nicasium_PRS-B Ecolesinensim_GRP-B et_0 Saffarium_PRS-B Petrocoricum_GRP-B ac_0 ipso_0 Maroveo_PRS-B Pectavensi_GRP-B episcopis_0 ,_0 eo_0 quod_0 huius_0 urbis_0 metropolis_0 esset_0 ,_0 ad_0 basilicam_0 sancti_0 Helari_GRP-B advenit_0 ,_0 arguens_0 has_0 puellas_0 et_0 in_0 monastirio_0 reducere_0 cupiens_0 ._0
GEO-B	Pectava	Et_0 quoniam_0 olim_0 vinclis_0 laicalibus_0 absoluta_0 ,_0 divina_0 providente_0 et_0 inspirante_0 clementia_0 ,_0 ad_0 relegionis_0 normam_0 visa_0 sum_0 voluntariae_0 duce_0 Christo_PRS-B translata_0 ,_0 ac_0 pronae_0 mentis_0 studio_0 cogitans_0 etiam_0 de_0 aliarum_0 profectibus_0 ,_0 ut_0 ,_0 annuente_0 Domino_PRS-B ,_0 mea_0 desideria_0 efficerentur_0 reliquis_0 profutura_0 ,_0 instituente_0 atque_0 remunerante_0 praecellentissimo_0 domno_0 rege_0 Chlothario_PRS-B ,_0 monastirium_0 puellarum_0 Pectava_GEO-B urbe_0 constitui_0 conditumque_0 ,_0 quantum_0 mihi_0 munificentia_0 regalis_0 est_0 largita_0 ,_0 facta_0 donatione_0 ,_0 dotavi_0 ;_0
