all lines with 'Iudae'...:
Tag	Token	Sentence
PRS-B	Iudaeis	Et_0 quia_0 semper_0 Deus_PRS-B noster_0 sacerdotes_0 suos_0 glorificare_0 dignatur_0 ,_0 quid_0 Arverno_PRS-B de_0 Iudaeis_PRS-B hoc_0 anno_0 contigerit_0 pandam_0 ._0
PRS-B	Iudaeorum	Ingredientibus_0 autem_0 populis_0 portam_0 civitatis_0 ,_0 unus_0 Iudaeorum_PRS-B super_0 capud_0 conversi_0 Iudaei_PRS-B oleum_0 foetidum_0 ,_0 diabulo_0 instigante_0 ,_0 diffudit_0 ._0
PRS-B	Iudaei	Ingredientibus_0 autem_0 populis_0 portam_0 civitatis_0 ,_0 unus_0 Iudaeorum_PRS-B super_0 capud_0 conversi_0 Iudaei_PRS-B oleum_0 foetidum_0 ,_0 diabulo_0 instigante_0 ,_0 diffudit_0 ._0
PRS-B	Iudaeorum	Die_0 autem_0 beato_0 ,_0 quo_0 Dominus_PRS-B ad_0 caelos_0 post_0 redemptum_0 hominem_0 gloriosus_0 ascendit_0 ,_0 cum_0 sacerdos_0 de_0 aeclesiam_0 ad_0 basilicam_0 psallendo_0 procederet_0 ,_0 inruit_0 super_0 sinagogae_0 Iudaeorum_PRS-B multitudo_0 tota_0 sequentium_0 ,_0 distructamque_0 a_0 fundamentis_0 ,_0 campi_0 planitiae_0 locus_0 adsimilatur_0 ._0
GRP-B	Iudaeo	Altercatio_PRS-B cum_0 Iudaeo_GRP-B ._0
PRS-B	Iudaeus	Ad_0 quem_0 cum_0 iam_0 vale_0 dicturus_0 acciderem_0 ,_0 Iudaeus_PRS-B quidam_0 Priscus_PRS-B nomen_0 ,_0 qui_0 ei_0 ad_0 species_0 quoemendas_0 familiaris_0 erat_0 ,_0 advenit_0 ._0
PRS-B	Iudaeus	Haec_0 eo_0 dicente_0 ,_0 Iudaeus_PRS-B ait_0 <COLON>_0 '_0 Deus_PRS-B non_0 egit_0 coniugium_0 neque_0 prole_0 ditatur_0 neque_0 ullum_0 consortem_0 regni_0 habere_0 patitur_0 ,_0 qui_0 per_0 Moysen_PRS-B ait_0 <COLON>_0 Videte_PRS-B ,_0 videte_0 ,_0 quia_0 ego_0 sum_0 Dominus_PRS-B ,_0 et_0 absque_0 me_0 non_0 est_0 Deus._PRS-B Ego_PRS-I occidam_0 et_0 ego_0 vivere_0 faciam_0 ;_0
PRS-B	Iudaeus	Ad_0 haec_0 Iudaeus_PRS-B respondit_0 <COLON>_0 '_0 Numquid_PRS-B Deus_PRS-I homo_0 fieri_0 potuit_0 aut_0 de_0 mulieri_0 nasci_0 ,_0 verberibus_0 subdi_0 ,_0 morte_0 damnare_0 ?_0 '_0
0	Iudaeos	Iudaeos_0 ad_0 haec_0 respondit_0 <COLON>_0 '_0 Quae_0 Deo_0 fuit_0 necessitas_0 ,_0 ut_0 ista_0 pateretur_0 ?_0 '_0
0	Iudaeos	Iudaeos_0 dixit_0 <COLON>_0 '_0 Non_0 poterat_0 Deus_PRS-B mittere_0 prophetas_0 aut_0 apostulos_0 ,_0 qui_0 eum_0 ad_0 viam_0 revocarent_0 salutis_0 ,_0 nisi_0 ipse_0 humiliatus_0 fuisset_0 in_0 carne_0 ?_0 '_0
PRS-B	Iudae	De_0 hoc_0 et_0 Iacob_0 ille_0 ,_0 de_0 cuius_0 te_0 iactas_0 venisse_0 generationem_0 ,_0 in_0 illa_0 filii_0 sui_0 Iudae_PRS-B benedictione_0 ,_0 quasi_0 ad_0 ipsum_0 Christum_PRS-B ,_0 filium_0 Dei_PRS-B ,_0 loquens_0 ,_0 ait_0 <COLON>_0 Adorabunt_PRS-B te_0 filii_0 patris_0 tui._0 Catulus_PRS-B leonis_0 Iuda._PRS-B De_PRS-I germine_0 ,_0 fili_0 mi_0 ,_0 ascendisti_0 ._0
PRS-B	Iudaeis	De_0 Iudaeis_PRS-B per_0 Chilpericum_PRS-B regem_0 conversis_0 ._0
PRS-B	Iudaeorum	Rex_0 vero_0 Chilpericus_PRS-B multos_0 Iudaeorum_PRS-B eo_0 anno_0 baptizare_0 praecipit_0 ,_0 ex_0 quibus_0 pluris_0 excipit_0 a_0 sancto_0 lavacro_0 ._0
GRP-B	Iudaeo	Interea_0 oritur_0 intentio_0 inter_0 illum_0 et_0 Pathiren_PRS-B ex_0 Iudaeo_GRP-B conversum_0 ,_0 qui_0 iam_0 regis_0 filius_0 erat_0 ex_0 lavacro_0 ._0
GRP-B	Iudaeo	De_0 Iudaeo_GRP-B interfecto_0 cum_0 suis_0 ._0
PRS-I	Iudaeus	Praesenti_0 quoque_0 anno_0 Armentarius_PRS-B Iudaeus_PRS-I cum_0 uno_0 sectae_0 suae_0 satillite_0 et_0 duobus_0 christianis_0 ad_0 exegendas_0 cautionis_0 ,_0 quas_0 ei_0 propter_0 tributa_0 puplica_0 Iniuriosus_PRS-B ex_0 vecario_0 ,_0 ex_0 comite_0 vero_0 Eonomius_PRS-B deposuerant_0 ,_0 Toronus_PRS-B advenit_0 ._0
PRS-B	Iudaei	Tunc_0 ,_0 ut_0 ferunt_0 ,_0 Iudaei_PRS-B cum_0 duobus_0 christianis_0 ab_0 Iniuriosi_PRS-B hominibus_0 interfecti_0 ,_0 in_0 puteum_0 ,_0 qui_0 propinquus_0 erat_0 domui_0 eius_0 ,_0 proiecti_0 sunt_0 ._0
PRS-B	Iudaei	Verumtamen_0 neque_0 pecunia_0 neque_0 cautionis_0 Iudaei_PRS-B defuncti_0 repertae_0 sunt_0 ._0
GRP-B	Iudaeo	Loquebantur_0 tunc_0 multi_0 hominum_0 ,_0 Medardum_PRS-B tribunum_0 in_0 hoc_0 scelere_0 mixtum_0 fuisse_0 ,_0 eo_0 quod_0 et_0 ipse_0 a_0 Iudaeo_GRP-B pecuniam_0 mutuassit_0 ._0
PRS-B	Iudaeorum	Et_0 hinc_0 lingua_0 Syrorum_GRP-B ,_0 hinc_0 Latinorum_GRP-B ,_0 hinc_0 etiam_0 ipsorum_0 Iudaeorum_PRS-B in_0 diversis_0 laudibus_0 variae_0 concrepabat_0 ,_0 dicens_0 <COLON>_0 '_0 Vivat_PRS-B rex_0 ,_0 regnumque_0 eius_0 in_0 populis_0 annis_0 innumeris_0 dilatetur_0 '_0 ._0
0	Iudaei	Iudaei_0 vero_0 ,_0 qui_0 in_0 his_0 laudibus_0 videbantur_0 esse_0 participes_0 ,_0 dicebant_0 <COLON>_0 '_0 Omnes_0 gentes_0 te_0 adorent_0 tibique_0 genu_0 flectant_0 adque_0 tibi_0 sint_0 subditi_0 '_0 ._0
