all lines with 'German'...:
Tag	Token	Sentence
0	germana	Pro_0 qua_0 cum_0 rex_0 contristaretur_0 ,_0 sanctus_0 Remegius_PRS-B consolaturiam_0 misit_0 epistolam_0 ,_0 quae_0 hoc_0 modo_0 sumpsit_0 exordium_0 <COLON>_0 Anget_0 me_0 et_0 satis_0 me_0 anget_0 vestrae_0 causa_0 tristitiae_0 ,_0 quod_0 bonae_0 memoriae_0 germana_0 vestra_0 transiit_0 Albofledis_PRS-B ._0
0	germani	Nec_0 moratus_0 Chlothacharius_PRS-B uxorem_0 germani_0 sui_0 Guntheucam_PRS-B nomine_0 sibi_0 in_0 matrimonio_0 scciavit_0 ._0
0	germani	debes_0 velociter_0 adesse_0 Parisius_PRS-B ,_0 et_0 habito_0 communi_0 consilio_0 ,_0 pertractare_0 oportet_0 ,_0 quid_0 de_0 his_0 fieri_0 debeat_0 ,_0 utrum_0 incisa_0 caesariae_0 ut_0 reliqua_0 plebs_0 habeantur_0 ,_0 an_0 certe_0 his_0 interfectis_0 regnum_0 germani_0 nostri_0 inter_0 nosmet_0 ipsus_0 aequalitate_0 habita_0 dividatur_0 '_0 ._0
PRS-B	Germano	Pro_0 qua_0 causa_0 a_0 sancto_0 Germano_PRS-B episcopo_0 excomunicatus_0 uterque_0 est._0 Sed_0 cum_0 eam_0 rex_0 relinquere_0 nollit_0 ,_0 percussa_0 iuditio_0 Dei_PRS-B obiit_0 ._0
0	germano	Ego_0 enim_0 accipiam_0 eam_0 faciamque_0 magnam_0 in_0 populis_0 ,_0 ut_0 scilicet_0 maiorem_0 mecum_0 honorem_0 quam_0 cum_0 germano_0 meo_0 ,_0 qui_0 nuper_0 defunctus_0 est_0 ,_0 potiatur_0 '_0 ._0
0	germani	At_0 illa_0 gavisa_0 ,_0 collectis_0 omnibus_0 ,_0 ad_0 eum_0 profecta_0 est._0 Quod_0 cernens_0 rex_0 ,_0 ait_0 <COLON>_0 '_0 Rectius_0 est_0 enim_0 ,_0 ut_0 hi_0 thesauri_0 penes_0 me_0 habeantur_0 ,_0 quam_0 post_0 hanc_0 ,_0 quae_0 indigne_0 germani_0 mei_0 torum_0 adivit_0 '_0 ._0
PRS-B	Germanus	Cui_0 sanctus_0 Germanus_PRS-B episcopus_0 dixit_0 <COLON>_0 '_0 Si_0 abieris_0 et_0 fratrem_0 tuum_0 interficere_0 nolueris_0 ,_0 vivus_0 et_0 victur_0 redis_0 ;_0
0	germanus	Sed_0 ego_0 ista_0 postponens_0 ,_0 ne_0 illi_0 similis_0 appaream_0 ,_0 illud_0 explicabo_0 ,_0 qualiter_0 germanus_0 meus_0 ab_0 hac_0 luce_0 migraverit_0 ,_0 et_0 quam_0 velocem_0 in_0 percussorem_0 eius_0 Dominus_PRS-B praestiterit_0 ultionem_0 ._0
PRS-B	Germano	De_0 sancto_0 Germano_PRS-B Parisiorum_GRP-B episcopo_0 ._0
PRS-B	Germanus	Eo_0 anno_0 et_0 beatus_0 Germanus_PRS-B Parisiorum_GRP-B episcopus_0 transiit_0 ._0
GEO-B	Germano	Erat_0 autem_0 tunc_0 nobiscum_0 Ragnemodus_PRS-B Parisiacae_PRS-I sedis_0 episcopus_0 ,_0 qui_0 sancto_0 Germano_GEO-B successerat_0 ._0
GRP-B	Germani	Egressus_0 autem_0 basilicam_0 sanctam_0 ,_0 cum_0 iter_0 ageret_0 per_0 Audisiodorensim_PRS-B territurium_0 ,_0 ab_0 Erpone_PRS-B duce_0 Gunthchramni_PRS-B regis_0 conpraehensus_0 est._0 Cumque_0 ab_0 eo_0 deteneretur_0 ,_0 casu_0 nescio_0 quo_0 dilapsus_0 ,_0 basilica_0 sancti_0 Germani_GRP-B ingressus_0 est._0 Audiens_GRP-B haec_0 Gunthchramnus_GRP-B rex_0 ,_0 in_0 ira_0 commotus_0 ,_0 Erponem_PRS-B septingentis_0 aureis_0 damnat_0 et_0 ab_0 honorem_0 removet_0 ,_0 dicens_0 <COLON>_0 '_0 Retenuisti_PRS-B ,_0 ut_0 ait_0 frater_0 meus_0 ,_0 inimicum_0 suum_0 ._0
0	germani	Cumque_0 hi_0 germani_0 pariter_0 epulantes_0 et_0 nocte_0 usque_0 ad_0 ebrietatem_0 vino_0 maduissent_0 ,_0 in_0 uno_0 strato_0 pariter_0 quieverunt_0 ._0
0	germani	Quod_0 Asclipius_PRS-B ex_0 duce_0 praecognito_0 ,_0 nocte_0 inruens_0 ,_0 interfecit_0 omnes_0 pagumque_0 ponte_0 proximum_0 graviter_0 depopulatus_0 est._0 Cumque_0 haec_0 regi_0 Chilperico_PRS-B nuntiatum_0 fuisset_0 ,_0 misit_0 nuntios_0 comitibus_0 ducibusque_0 vel_0 reliquos_0 agentibus_0 ,_0 ut_0 ,_0 collecto_0 exercitu_0 ,_0 in_0 regno_0 germani_0 sui_0 inruerent_0 ._0
0	germani	Qui_0 die_0 una_0 iam_0 vespere_0 ,_0 misso_0 exercitu_0 ,_0 maximam_0 partem_0 a_0 germani_0 sui_0 exercitu_0 interficit_0 ._0
0	germanus	Post_0 haec_0 ingressus_0 est_0 in_0 ea_0 germanus_0 meus_0 Sigyberthus_PRS-B ,_0 qui_0 iudicio_0 Dei_PRS-B interiens_0 amisit_0 partem_0 suam_0 ._0
0	germanus	Nuper_0 enim_0 in_0 Aquinsi_PRS-B urbe_0 episcopus_0 obierat_0 ,_0 et_0 Nicetius_GRP-B comes_0 loci_0 illius_0 ,_0 germanus_0 Rustici_PRS-B Vici_PRS-I Iuliensis_PRS-I episcopi_0 ,_0 praeceptionem_0 ab_0 Chilperico_PRS-B elicuerat_0 ,_0 ut_0 tonsoratus_0 civitati_0 illi_0 sacerdus_0 daretur_0 ._0
0	germanum	A_0 me_0 excusabaris_0 per_0 epistolas_0 ,_0 et_0 germanum_0 meum_0 cum_0 scriptis_0 aliis_0 invitabas_0 ._0
0	germanum	Multa_0 tunc_0 et_0 in_0 Theodorum_GEO-B adversa_0 locutus_0 est_0 ,_0 protestans_0 ,_0 quod_0 ,_0 si_0 ad_0 synodum_0 veniret_0 ,_0 iterum_0 exilio_0 truderetur_0 ,_0 dicens_0 <COLON>_0 '_0 Scio_0 enim_0 ,_0 quod_0 horum_0 causa_0 germanum_0 meum_0 Chilpericum_PRS-B interfeci_0 fecit_0 ._0
PRS-B	Germanus	Post_0 haec_0 rex_0 Parisius_GRP-B venit_0 et_0 coram_0 omnibus_0 loqui_0 coepit_0 ,_0 dicens_0 <COLON>_0 '_0 Germanus_PRS-B meus_0 Chilpericus_PRS-B moriens_0 dicitur_0 filium_0 reliquisse_0 ,_0 cuius_0 nutritores_0 ,_0 matre_0 depraecante_0 ,_0 petierunt_0 ,_0 ut_0 eum_0 de_0 sancto_0 lavacro_0 in_0 dominici_0 natalis_0 solemnitate_0 deberem_0 excipere_0 ,_0 et_0 non_0 venerunt_0 ._0
PRS-B	Germanus	Tunc_0 deruente_0 igne_0 super_0 vinctus_0 carceris_0 ,_0 apparuit_0 eis_0 beatus_0 Germanus_PRS-B ,_0 et_0 comminuens_0 trabem_0 atque_0 catenis_0 ,_0 quibus_0 vincti_0 tenebantur_0 ,_0 reserato_0 carceris_0 osteo_0 ,_0 vinctos_0 abire_0 permisit_0 incolomis_0 ._0
0	germanis	Sed_0 quid_0 dicam_0 de_0 ceteris_0 ,_0 cum_0 nec_0 ipsis_0 quoque_0 germanis_0 parceret_0 ,_0 sed_0 ipsos_0 magis_0 expoliarit_0 ?_0
0	germanam	et_0 genetricem_0 domni_0 Childeberthi_PRS-B ,_0 domnam_0 Brunichildem_PRS-B reginam_0 ,_0 vel_0 filiam_0 eius_0 Chlodosuindam_PRS-B ,_0 germanam_0 domni_0 Childeberthi_PRS-B regis_0 ,_0 quamdiu_0 intra_0 regionem_0 Francorum_PRS-B fuerit_0 ,_0 vel_0 eius_0 reginam_0 Faileubam_PRS-B tamquam_0 sororem_0 bonam_0 et_0 filias_0 in_0 sua_0 tuitione_0 et_0 defensione_0 spiritali_0 dilectione_0 recipiat_0 ,_0 et_0 sub_0 omni_0 honore_0 et_0 dignitate_0 cum_0 omnibus_0 rebus_0 earum_0 ,_0 cum_0 civitatibus_0 ,_0 agris_0 ,_0 reditibus_0 vel_0 cunctis_0 titulis_0 et_0 omne_0 corpore_0 facultatis_0 ,_0 tam_0 quod_0 praesenti_0 videntur_0 tempore_0 possedere_0 quam_0 quod_0 adhuc_0 Christo_PRS-B praesole_0 iuste_0 potuerint_0 augmentare_0 ,_0 sub_0 omni_0 securitate_0 et_0 quiete_0 possedeant_0 ,_0 ut_0 ,_0 si_0 quid_0 de_0 agris_0 fiscalibus_0 vel_0 speciebus_0 atque_0 praesidio_0 pro_0 arbitrii_0 sui_0 voluntate_0 facere_0 aut_0 cuiquam_0 conferre_0 voluerint_0 ,_0 fixa_0 stabilitate_0 in_0 perpetuo_0 conservetur_0 ,_0 nec_0 a_0 quibuscumque_0 voluntas_0 illarum_0 ullo_0 tempore_0 convellatur_0 ._0
0	germana	De_0 civitatibus_0 vero_0 ,_0 hoc_0 est_0 Burdegala_GEO-B ,_0 Lemovecas_PRS-B ,_0 Cadurcus_PRS-B ,_0 Benarno_PRS-B et_0 Begorra_PRS-B ,_0 quae_0 Gailesuinda_GEO-B ,_0 germana_0 domnae_0 Brunichilde_GEO-B ,_0 tam_0 in_0 dote_0 quam_0 in_0 morganegyba_0 ,_0 hoc_0 est_0 matutinale_0 donum_0 ,_0 in_0 Francia_GEO-B veniens_0 certum_0 est_0 adquisisse_0 ,_0 quas_0 etiam_0 per_0 iudicium_0 gloriosissimi_0 domni_0 Gunthchramni_PRS-B regis_0 vel_0 Francorum_PRS-B ,_0 superstitibus_0 Chilpericum_PRS-B et_0 Sigyberthum_PRS-B regem_0 ,_0 domna_0 Brunichildis_PRS-B noscitur_0 adquisisse_0 ,_0 ita_0 convenit_0 ,_0 ut_0 Cadurcus_GRP-B civitatem_0 cum_0 terminibus_0 et_0 cuncto_0 populo_0 suo_0 domna_0 Brunichildes_PRS-B de_0 praesenti_0 in_0 sua_0 proprietate_0 percipiat_0 ,_0 reliquas_0 vero_0 civitates_0 ex_0 hac_0 conditione_0 superius_0 nominatas_0 domnus_0 Gunthchramnus_PRS-B ,_0 dum_0 advivit_0 ,_0 possedeat_0 ,_0 ita_0 ut_0 quandoquidem_0 post_0 eius_0 transitum_0 in_0 dominatione_0 domnae_0 Brunichilde_PRS-B heredumque_0 suorum_0 cum_0 omni_0 soliditate_0 Deo_PRS-B propitio_0 revertantur_0 nec_0 superstite_0 domno_0 Gunthchramno_PRS-B neque_0 a_0 domnam_0 Brunechildem_PRS-B neque_0 a_0 filio_0 suo_0 Childeberthum_PRS-B regem_0 filiisque_0 suis_0 quolibet_0 ingenio_0 vel_0 tempore_0 repetantur_0 ._0
0	germanum	Sed_0 cum_0 a_0 matre_0 propter_0 inprobitatem_0 viri_0 retenere_0 non_0 possit_0 ,_0 scilicit_0 ne_0 calumniam_0 ,_0 quae_0 eius_0 dolo_0 fabricata_0 fuerat_0 ,_0 exciperit_0 ,_0 ad_0 Berthchramnum_PRS-B ,_0 germanum_0 eius_0 ,_0 filium_0 videlicet_0 suum_0 ,_0 Burdigalinsis_GEO-B urbis_0 episcopum_0 ,_0 eam_0 direxit_0 ._0
0	germani	Ex_0 hoc_0 inimicitia_0 orta_0 ,_0 dum_0 saepius_0 regis_0 praesentiam_0 adeunt_0 ,_0 et_0 haec_0 res_0 patris_0 defensare_0 cupiens_0 ,_0 haec_0 viri_0 ,_0 Berthegundis_GRP-B donationem_0 Berthechramni_GRP-B germani_0 sui_0 ostendit_0 ,_0 dicens_0 ,_0 quia_0 <COLON>_0 '_0 Haec_0 et_0 haec_0 germanus_0 meus_0 mihi_0 contulit_0 '_0 ._0
0	germanus	Ex_0 hoc_0 inimicitia_0 orta_0 ,_0 dum_0 saepius_0 regis_0 praesentiam_0 adeunt_0 ,_0 et_0 haec_0 res_0 patris_0 defensare_0 cupiens_0 ,_0 haec_0 viri_0 ,_0 Berthegundis_GRP-B donationem_0 Berthechramni_GRP-B germani_0 sui_0 ostendit_0 ,_0 dicens_0 ,_0 quia_0 <COLON>_0 '_0 Haec_0 et_0 haec_0 germanus_0 meus_0 mihi_0 contulit_0 '_0 ._0
0	germanus	Et_0 iniecta_0 manu_0 ,_0 voluit_0 eum_0 retenire_0 ,_0 dicente_0 praeterea_0 tum_0 filio_0 <COLON>_0 '_0 Si_0 abieris_0 ,_0 pariter_0 moriemur_0 ,_0 et_0 relinques_0 genetricem_0 meam_0 viduam_0 orfanusque_0 germanus_0 '_0 ._0
PRS-B	Germanus	Dominae_0 beatissimae_0 et_0 in_0 Christo_PRS-B ecclesiae_0 filiae_0 Radegunde_PRS-B Eofronius_PRS-B ,_0 Praetextatus_PRS-B ,_0 Germanus_PRS-B ,_0 Felix_PRS-B ,_0 Domitianus_PRS-B ,_0 Victurius_PRS-B et_0 Domnolus_PRS-B episcopi_0 ._0
GRP-B	Germani	Et_0 quia_0 praesens_0 non_0 valui_0 ,_0 quasi_0 vestris_0 provoluta_0 vestigiis_0 ,_0 epistulae_0 vicarietate_0 prosternor_0 ,_0 coniurans_0 per_0 Patrem_PRS-B et_0 Filium_PRS-B et_0 Spiritum_PRS-B sanctum_0 ac_0 diem_0 tremendi_0 iudicii_0 ,_0 sic_0 repraesentatos_0 vos_0 non_0 tyrannus_0 obpugnit_0 ,_0 sed_0 legitimus_0 rex_0 coronet_0 ,_0 ut_0 ,_0 si_0 casu_0 post_0 meum_0 obitum_0 ,_0 si_0 quaecumque_0 persona_0 vel_0 loci_0 eiusdem_0 pontifex_0 seu_0 potestas_0 principis_0 vel_0 alius_0 aliquis_0 ,_0 quod_0 nec_0 fieri_0 credimus_0 ,_0 congregationem_0 vel_0 suasu_0 malivolo_0 vel_0 inpulsu_0 iudiciario_0 perturbare_0 temptaverit_0 aut_0 regulam_0 frangere_0 seu_0 abbatissam_0 alteram_0 quam_0 sororem_0 meam_0 Agnitem_PRS-B ,_0 quam_0 beatissimi_0 Germani_GRP-B praesentibus_0 suis_0 fratribus_0 benedictio_0 consecravit_0 ,_0 aut_0 ipsa_0 congregatio_0 ,_0 quod_0 fieri_0 non_0 potest_0 ,_0 habita_0 murmoratione_0 ,_0 mutare_0 contenderit_0 ,_0 vel_0 quasdam_0 dominationes_0 in_0 monasterio_0 vel_0 rebus_0 monastirii_0 quaecumque_0 persona_0 vel_0 pontifex_0 loci_0 ,_0 praeter_0 quas_0 antecessores_0 episcopi_0 aut_0 alii_0 ,_0 me_0 superstete_0 ,_0 habuerunt_0 ,_0 novo_0 privilegio_0 quicumque_0 affectare_0 voluerit_0 ,_0 aut_0 extra_0 regulam_0 exinde_0 egredi_0 quis_0 temptaverit_0 ;_0
