all lines with 'Paris'...:
Tag	Token	Sentence
PRS-B	Parisiaca	Adest_0 et_0 Saturninus_PRS-B a_0 Tholosa_PRS-B ,_0 Dionisius_PRS-B ab_0 urbe_0 Parisiaca_PRS-B ,_0 nonnulli_0 et_0 alii_0 ,_0 quos_0 caelum_0 retinet_0 ,_0 quos_0 vos_0 ut_0 confessores_0 et_0 Dei_PRS-B martyres_0 adoratis_0 '_0 ._0
PRS-I	Parisius	Egressus_0 autem_0 a_0 Turonus_PRS-B Parisius_PRS-I venit_0 ibique_0 cathedram_0 regni_0 constituit_0 ._0
PRS-B	Parisius	Cum_0 autem_0 Chlodovechus_PRS-B rex_0 apud_0 Parisius_PRS-B moraretur_0 ,_0 misit_0 clam_0 ad_0 filium_0 Sigyberthi_PRS-B ,_0 dicens_0 <COLON>_0 '_0 Ecce_0 !_0
PRS-B	Parisius	His_0 ita_0 transactis_0 ,_0 apud_0 Parisius_PRS-B obiit_0 ,_0 sepultusque_0 in_0 basilica_0 sanctorum_0 apostolorum_0 ,_0 quam_0 cum_0 Chrodechilde_PRS-B regina_0 ipse_0 construxerat_0 ._0
PRS-B	Parisius	A_0 transitu_0 ergo_0 sancti_0 Martini_PRS-B usque_0 ad_0 transitum_0 Chlodovechi_PRS-B regis_0 ,_0 qui_0 fuit_0 XI._0 annus_0 episcopatus_0 Licini_PRS-B Toronici_PRS-I sacerdotes_0 ,_0 supputantur_0 anni_0 CXII._0 Chrodechildis_PRS-B autem_0 regina_0 post_0 mortem_0 viri_0 sui_0 Toronus_PRS-B venit_0 ,_0 ibique_0 ad_0 basilica_0 beati_0 Martini_PRS-B deserviens_0 ,_0 cum_0 summa_0 pudititia_0 atque_0 benignitate_0 in_0 hoc_0 loco_0 commorata_0 est_0 omnibus_0 diebus_0 vitae_0 suae_0 ,_0 raro_0 Parisius_PRS-B visitans_0 ._0
PRS-B	Parisius	Tunc_0 Childeberthus_PRS-B cum_0 magnis_0 thesauris_0 sororem_0 adsumptam_0 secum_0 adducere_0 cupiebat_0 ,_0 quae_0 ,_0 nescio_0 quo_0 casu_0 ,_0 in_0 via_0 mortua_0 est_0 ,_0 et_0 postea_0 Parisius_PRS-B adlata_0 ,_0 iuxta_0 patrem_0 suum_0 Chlodovechum_PRS-B sepulta_0 est._0 Childeberthus_GRP-B vero_0 inter_0 reliquos_0 thesauros_0 ministeria_0 eclesiarum_0 praetiosissima_0 detulit_0 ._0
PRS-B	Parisius	Dum_0 autem_0 Chrodigildis_PRS-B regina_0 Parisius_PRS-B moraretur_0 ,_0 videns_0 Childeberthus_PRS-B ,_0 quod_0 mater_0 sua_0 filius_0 Chlodomeris_PRS-B ,_0 quos_0 supra_0 memoravimus_0 ,_0 unico_0 affectu_0 diligeret_0 ,_0 invidia_0 ductus_0 ac_0 metuens_0 ,_0 ne_0 favente_0 regine_0 admitterentur_0 in_0 regno_0 ,_0 misit_0 clam_0 ad_0 fratrem_0 suum_0 Chlothacharium_PRS-B regem_0 ,_0 dicens_0 <COLON>_0 '_0 Mater_PRS-B nostra_0 filius_0 fratris_0 nostri_0 secum_0 retinet_0 et_0 vult_0 eos_0 regno_0 donari_0 ;_0
PRS-B	Parisius	debes_0 velociter_0 adesse_0 Parisius_PRS-B ,_0 et_0 habito_0 communi_0 consilio_0 ,_0 pertractare_0 oportet_0 ,_0 quid_0 de_0 his_0 fieri_0 debeat_0 ,_0 utrum_0 incisa_0 caesariae_0 ut_0 reliqua_0 plebs_0 habeantur_0 ,_0 an_0 certe_0 his_0 interfectis_0 regnum_0 germani_0 nostri_0 inter_0 nosmet_0 ipsus_0 aequalitate_0 habita_0 dividatur_0 '_0 ._0
PRS-B	Parisius	De_0 quibus_0 ille_0 verbis_0 valde_0 gavisus_0 ,_0 Parisius_PRS-B venit_0 ._0
PRS-B	Parisius	Quae_0 Parisius_PRS-B cum_0 magno_0 psallentio_0 deportata_0 ,_0 in_0 sacrario_0 basilicae_0 sancti_0 Petri_0 ad_0 latus_0 Chlodovechi_PRS-B regis_0 sepulta_0 est_0 a_0 filiis_0 suis_0 ,_0 Childebertho_PRS-B atque_0 Chlothachario_PRS-B regibus_0 ._0
PRS-B	Parisius	Tunc_0 Chramnus_PRS-B ,_0 iam_0 accepta_0 Wiliacharii_0 filia_0 ,_0 Parisius_PRS-B accedens_0 ,_0 secum_0 Childeberthum_PRS-B regem_0 constringit_0 in_0 fide_0 atque_0 caritate_0 ,_0 iurans_0 ,_0 se_0 patri_0 esse_0 certissimum_0 inimicum_0 ._0
GRP-B	Parisius	Denique_0 cum_0 Pientius_GRP-B episcopus_0 ab_0 hac_0 luce_0 migrasset_0 ,_0 apud_0 Parisius_GRP-B civitatem_0 Pascentius_PRS-B ,_0 qui_0 tunc_0 abba_0 erat_0 basilicae_0 sancti_0 Helari_PRS-B ,_0 ei_0 succedit_0 ex_0 iussu_0 regis_0 Chariberthi_PRS-B ,_0 clamante_0 Austrapio_PRS-B ,_0 sibi_0 hunc_0 redebere_0 locum_0 ._0
PRS-B	Parisius	Childeberthus_PRS-B igitur_0 rex_0 aegrotare_0 coepit_0 ,_0 et_0 cum_0 diutissime_0 apud_0 Parisius_PRS-B lectulo_0 decubasset_0 ,_0 obiit_0 et_0 ad_0 basilicam_0 beati_0 Vincenti_PRS-B ,_0 quam_0 ipse_0 construxerat_0 ,_0 est_0 sepultus_0 ._0
PRS-B	Parisius	Et_0 mox_0 Parisius_PRS-B ingreditur_0 sedemque_0 Childeberthi_PRS-B regis_0 occupat_0 ;_0
PRS-B	Parisius	Deditque_0 sors_0 Charibertho_PRS-B regnum_0 Childeberthi_PRS-B sedemque_0 habere_0 Parisius_PRS-B ,_0 Gunthramno_PRS-B vero_0 regnum_0 Chlodomeris_PRS-B ac_0 tenere_0 sedem_0 Aurilianensem_PRS-B ,_0 Chilperico_PRS-B vero_0 regnum_0 Chlothari_PRS-B ,_0 patris_0 eius_0 ,_0 cathedramque_0 Sessionas_GEO-B habere_0 ,_0 Sygibertho_PRS-B quoque_0 regnum_0 Theuderici_GRP-B sedemque_0 habere_0 Remensim_PRS-B ._0
GEO-B	Parisiacae	Igitur_0 postquam_0 presbiter_0 Parisiacae_GEO-B urbis_0 portas_0 ingressus_0 regis_0 praesentiam_0 adiit_0 ,_0 haec_0 affatus_0 est_0 <COLON>_0 '_0 Salvae_PRS-B ,_0 rex_0 gloriosae_0 ._0
GRP-B	Parisios	Decedente_0 vero_0 apud_0 Parisios_GRP-B post_0 sinodum_0 illam_0 quae_0 Saffaracum_PRS-B expulit_0 Sacerdote_GEO-B Lugdunense_GEO-B episcopo_0 ,_0 sanctus_0 Nicetius_GEO-B ab_0 ipso_0 ,_0 sicut_0 in_0 libro_0 vitae_0 eius_0 scripsimus_0 ,_0 electus_0 suscepit_0 episcopatum_0 ,_0 vir_0 totius_0 sanctitatis_0 egregius_0 ,_0 castae_0 conversationis_0 ._0
GRP-B	Parisius	Cum_0 autem_0 intentio_0 inter_0 Gunthchramnum_PRS-B et_0 Sigyberthum_PRS-B regis_0 verteretur_0 ,_0 Gunthchramnus_PRS-B rex_0 apud_0 Parisius_GRP-B omnes_0 episcopus_0 regni_0 sui_0 congregat_0 ,_0 ut_0 inter_0 utrusque_0 quid_0 veritas_0 haberit_0 edicerent_0 ._0
PRS-I	Parisius	Quod_0 Sigiberthus_PRS-B Parisius_PRS-I venit_0 ._0
GEO-B	Parisius	Vicos_0 quoque_0 qui_0 circa_0 Parisius_GEO-B erant_0 maxime_0 tunc_0 flamma_0 consumpsit_0 ;_0
PRS-B	Parisius	Quod_0 audiens_0 Sigyberthus_PRS-B ,_0 iterum_0 convocatis_0 gentibus_0 illis_0 ,_0 quarum_0 supra_0 memoriam_0 fecimus_0 ,_0 Parisius_PRS-B venit_0 et_0 contra_0 fratrem_0 suum_0 ire_0 disponit_0 ,_0 mittens_0 nuntius_0 Dunensibus_PRS-B vel_0 Toronicis_PRS-B ,_0 ut_0 contra_0 Theodoberthum_PRS-B ire_0 deberent_0 ._0
0	Parisius	Sigyberthus_0 vero_0 ,_0 obtentis_0 civitatibus_0 illis_0 ,_0 quae_0 circa_0 Parisius_0 sunt_0 positae_0 ,_0 usque_0 Rhotomaginsem_GRP-B urbem_0 accessit_0 ,_0 volens_0 easdem_0 urbes_0 hostibus_0 cedere_0 ._0
GEO-B	Parisius	Quod_0 ne_0 faceret_0 ,_0 a_0 suis_0 prohibitus_0 est._0 Regressus_GEO-B inde_0 ,_0 Parisius_GEO-B est_0 ingressus_0 ,_0 ibique_0 ad_0 eum_0 Brunichildis_PRS-B cum_0 filiis_0 venit_0 ._0
PRS-B	Parisius	Igitur_0 interempto_0 Sigybertho_PRS-B rege_0 apud_0 Victuriacum_PRS-B villam_0 ,_0 Brunichildis_PRS-B regina_0 cum_0 filiis_0 Parisius_PRS-B resedebat_0 ._0
PRS-B	Parisius	Anno_0 igitur_0 primo_0 regni_0 eius_0 Chilpericus_PRS-B rex_0 Parisius_PRS-B venit_0 adpraehensamque_0 Brunichildem_PRS-B apud_0 Rodomaginsem_PRS-B civitatem_0 in_0 exilio_0 trusit_0 thesaurisque_0 eius_0 ,_0 quos_0 Parisius_PRS-B detulerat_0 ,_0 abstulit_0 ;_0
PRS-B	Parisius	Anno_0 igitur_0 primo_0 regni_0 eius_0 Chilpericus_PRS-B rex_0 Parisius_PRS-B venit_0 adpraehensamque_0 Brunichildem_PRS-B apud_0 Rodomaginsem_PRS-B civitatem_0 in_0 exilio_0 trusit_0 thesaurisque_0 eius_0 ,_0 quos_0 Parisius_PRS-B detulerat_0 ,_0 abstulit_0 ;_0
GRP-B	Parisiorum	De_0 sancto_0 Germano_PRS-B Parisiorum_GRP-B episcopo_0 ._0
GRP-B	Parisiorum	Eo_0 anno_0 et_0 beatus_0 Germanus_PRS-B Parisiorum_GRP-B episcopus_0 transiit_0 ._0
PRS-I	Parisiacae	Erat_0 autem_0 tunc_0 nobiscum_0 Ragnemodus_PRS-B Parisiacae_PRS-I sedis_0 episcopus_0 ,_0 qui_0 sancto_0 Germano_GEO-B successerat_0 ._0
PRS-B	Parisius	Quod_0 ille_0 dispiciens_0 ,_0 apud_0 Sessionas_PRS-B atque_0 Parisius_PRS-B circus_0 aedificare_0 praecepit_0 ,_0 eosque_0 populis_0 spectaculum_0 praebens_0 ._0
PRS-B	Parisius	Coniuncto_PRS-B autem_0 concilio_0 ,_0 exhibitus_0 est._0 Erant_0 autem_0 episcopi_0 qui_0 advenerant_0 apud_0 Parisius_PRS-B in_0 basilica_0 sancti_0 Petri_GEO-B apostoli_0 ._0
PRS-B	Parisiacae	Confabulantibusque_0 nobis_0 ,_0 subito_0 venit_0 Aetius_PRS-B archaediaconus_0 Parisiacae_PRS-B eclesiae_0 ,_0 salutatisque_0 nobis_0 ,_0 ait_0 <COLON>_0 '_0 Audite_0 me_0 ,_0 o_0 sacerdotes_0 Domini_PRS-B ,_0 qui_0 in_0 unum_0 collecti_0 estis_0 ;_0
PRS-B	Parisius	Cum_0 autem_0 apud_0 Parisius_PRS-B moraremur_0 ,_0 signa_0 in_0 caelo_0 apparuerunt_0 ,_0 id_0 est_0 viginti_0 radii_0 a_0 parte_0 aquilonis_0 ,_0 qui_0 ab_0 oriente_0 surgentes_0 ,_0 ad_0 occidentem_0 properabant_0 ;_0
GRP-B	Parisius	Apud_0 Parisius_GRP-B autem_0 mulier_0 quaedam_0 ruit_0 in_0 crimine_0 ,_0 adserentibus_0 multis_0 ,_0 quasi_0 quod_0 ,_0 relicto_0 viro_0 ,_0 cum_0 alio_0 misceretur_0 ._0
GRP-B	Parisiacae	Tunc_0 ab_0 episcopo_0 Ragnimodo_PRS-B ,_0 qui_0 Parisiacae_GRP-B ecclesiae_0 praeerat_0 ,_0 componentes_0 quae_0 male_0 gesserant_0 ,_0 in_0 communione_0 ecclesiastica_0 sunt_0 recepti_0 ._0
PRS-I	Parisius	Quem_0 cum_0 maximo_0 merore_0 deducentes_0 a_0 villa_0 Brinnaco_PRS-B Parisius_PRS-I ,_0 ad_0 basilicam_0 sancti_0 Dionisi_PRS-B sepelire_0 mandaverunt_0 ._0
PRS-B	Parisiacae	Ipsi_0 enim_0 rex_0 Calam_PRS-B Parisiacae_PRS-B civitatis_0 villam_0 advenit_0 ._0
PRS-B	Parisius	Post_0 haec_0 Elafius_PRS-B Catalaunensis_GRP-B episcopus_0 propter_0 causas_0 Brunichildis_PRS-B reginae_0 in_0 Hispaniis_GRP-B in_0 legatione_0 directus_0 ,_0 correptus_0 a_0 febre_0 nimia_0 ,_0 spiritum_0 exalavit_0 ,_0 et_0 exinde_0 delatus_0 mortuus_0 ,_0 ad_0 civitatem_0 suam_0 sepultus_0 est._0 Eonius_PRS-B quoque_0 episcopus_0 ,_0 quem_0 ligatum_0 Brittanorum_GRP-B supra_0 meminimus_0 ,_0 ad_0 civitatem_0 suam_0 regredi_0 non_0 permissus_0 ,_0 ut_0 Andecavus_PRS-B pasceretur_0 de_0 publico_0 ,_0 a_0 rege_0 praeceptum_0 est._0 Qui_0 Parisius_PRS-B adveniens_0 ,_0 dum_0 die_0 dominica_0 sacrosancta_0 sollemnia_0 celebraret_0 ,_0 emissa_0 cum_0 hinnitu_0 vocem_0 ,_0 terrae_0 conruit_0 ._0
PRS-B	Parisius	Cumque_0 per_0 Pectavum_PRS-B terminum_0 praeterirent_0 ,_0 quod_0 tunc_0 Chilpericus_PRS-B rex_0 tenebat_0 ,_0 nuntiata_0 sunt_0 ei._0 At_0 ille_0 sub_0 custodia_0 sibi_0 eos_0 exhibere_0 praecepit_0 et_0 Parisius_PRS-B custodire_0 ._0
PRS-I	Parisius	Et_0 sic_0 unusquisque_0 in_0 loco_0 suo_0 regressus_0 est._0 Leudastis_GEO-B vero_0 haec_0 audiens_0 ,_0 basilicam_0 sancti_0 Petri_PRS-B Parisius_PRS-I expetiit_0 ._0
PRS-B	Parisius	Igitur_0 Chilpericus_PRS-B rex_0 ,_0 cum_0 adhuc_0 apud_0 supradictam_0 villam_0 moraretur_0 ,_0 inpedimenta_0 movere_0 praecipiens_0 ,_0 Parisius_PRS-B venire_0 disponet_0 ._0
PRS-B	Parisius	Rex_0 vero_0 ,_0 ascenso_0 equite_0 ,_0 Parisius_PRS-B est_0 regressus_0 cum_0 coniuge_0 et_0 filia_0 vel_0 omni_0 familia_0 sua._0 De_PRS-B sancto_0 Hospicio_PRS-B reclauso_0 et_0 abstinentia_0 vel_0 miraculis_0 eius_0 ._0
PRS-B	Parisius	Tempore_0 enim_0 Chlothari_PRS-B regis_0 apud_0 Parisius_PRS-B ad_0 basilicam_0 sancti_0 Laurenti_PRS-B gregi_0 monasteriali_0 praefuerat_0 ._0
0	Parisiaco	In_0 Parisiaco_0 vero_0 terminum_0 verus_0 sanguis_0 ex_0 nube_0 defluxit_0 et_0 super_0 vestimenta_0 multorum_0 hominum_0 caecidit_0 et_0 ita_0 tabe_0 maculavit_0 ,_0 ut_0 ipsi_0 propria_0 indumenta_0 horrentes_0 abnuerunt_0 ._0
PRS-B	Parisiacae	Apud_0 pontem_0 vero_0 Urbiensim_PRS-B civitatis_0 Parisiacae_PRS-B Chilpericus_PRS-I rex_0 custodes_0 posuerat_0 ,_0 ut_0 insidiatores_0 de_0 regno_0 fratris_0 sui_0 ,_0 ne_0 nocerent_0 aliquid_0 arcerentur_0 ._0
PRS-B	Parisius	nam_0 tantum_0 inundatione_0 Sygona_PRS-B Matronaque_PRS-I circa_0 Parisius_PRS-B intulerunt_0 ,_0 ut_0 inter_0 civitatem_0 et_0 basilicam_0 sancti_0 Laurenti_PRS-B naufragia_0 saepe_0 contingerent_0 ._0
PRS-B	Parisius	Sed_0 post_0 paucos_0 dies_0 Avennione_PRS-B regressus_0 est._0 Quod_0 Chilpericus_PRS-B rex_0 Parisius_PRS-B est_0 ingressus_0 ._0
PRS-B	Parisius	Chilpericus_PRS-B rex_0 pridie_0 quam_0 pascha_0 celebraretur_0 ,_0 Parisius_PRS-B abiit_0 ._0
PRS-B	Parisius	Et_0 ut_0 maledictum_0 ,_0 quod_0 in_0 pactione_0 sua_0 vel_0 fratrum_0 suorum_0 conscriptum_0 erat_0 ,_0 ut_0 nullus_0 eorum_0 Parisius_PRS-B sine_0 alterius_0 voluntate_0 ingrederetur_0 ,_0 carere_0 possit_0 ,_0 reliquias_0 sanctorum_0 multorum_0 praecidentibus_0 ,_0 urbem_0 ingressus_0 est_0 diesque_0 paschae_0 cum_0 multa_0 iocunditate_0 tenuit_0 filiumque_0 suum_0 baptismo_0 tradedit_0 ,_0 quem_0 Ragnemodus_PRS-B ipsius_0 urbis_0 sacerdus_0 de_0 lavacro_0 sancto_0 suscepit_0 ipsumque_0 Theodoricum_PRS-B vocitare_0 praecepit_0 ._0
PRS-B	Parisius	Igitur_0 fidens_0 in_0 promissis_0 eorum_0 Chilpericus_PRS-B ,_0 commoto_0 regni_0 sui_0 exercitum_0 ,_0 Parisius_PRS-B venit_0 ._0
GEO-B	Parisius	Chilpericus_0 vero_0 iussit_0 exercitum_0 ,_0 qui_0 ad_0 eum_0 accessit_0 ,_0 per_0 Parisius_GEO-B transire_0 ._0
PRS-B	Parisius	et_0 sic_0 Parisius_PRS-B rediit_0 ,_0 omnem_0 relinquens_0 praedam_0 captivosque_0 relaxans_0 ._0
PRS-B	Parisius	At_0 ille_0 ,_0 ut_0 erat_0 incautus_0 et_0 levis_0 ,_0 in_0 hoc_0 fidens_0 ,_0 quod_0 regis_0 praesentiam_0 meruisset_0 ,_0 rege_0 Parisius_PRS-B revertente_0 ,_0 die_0 dominico_0 in_0 eclesia_0 sancta_0 reginae_0 pedibus_0 provolvitur_0 ,_0 veniam_0 depraecans_0 ._0
PRS-B	Parisius	Denique_0 dato_0 placito_0 et_0 omnia_0 pertractata_0 ,_0 legatus_0 ille_0 reversus_0 est._0 Sed_0 Chilperico_PRS-B rege_0 egresso_0 de_0 Parisius_PRS-B ,_0 ut_0 in_0 pago_0 Sessionico_PRS-B accederet_0 ,_0 novus_0 luctus_0 advenit_0 ._0
PRS-B	Parisius	Tunc_0 cum_0 inmenso_0 fletu_0 regressi_0 Parisius_PRS-B ,_0 sepelierunt_0 puerum_0 ,_0 mittentes_0 post_0 legatum_0 ,_0 ut_0 reverteretur_0 ,_0 scilicet_0 ut_0 placitum_0 quod_0 posuerat_0 prolongaret_0 ,_0 dicente_0 rege_0 <COLON>_0 '_0 Ecce_0 planctum_0 in_0 domo_0 sustineo_0 ,_0 et_0 qualiter_0 nuptias_0 filiae_0 celebrabo_0 ?_0 '_0
GEO-B	Parisiacae	Interea_0 adpraehensis_0 mulieribus_0 urbis_0 Parisiacae_GEO-B tormentis_0 adplicat_0 ac_0 verberibus_0 cogit_0 fatere_0 quae_0 noverant_0 ._0
PRS-B	Parisius	Ipse_0 vero_0 iam_0 regressus_0 Parisius_PRS-B ,_0 familias_0 multas_0 de_0 domibus_0 fiscalibus_0 auferre_0 praecepit_0 et_0 in_0 plaustris_0 conponi_0 ;_0
GEO-B	Parisiaca	tantusque_0 planctus_0 in_0 urbe_0 Parisiaca_GEO-B erat_0 ,_0 ut_0 plancto_0 conpararetur_0 Aegyptio_GEO-B ._0
PRS-I	Parisius	Interea_0 legati_0 regis_0 Childeberthi_PRS-B Parisius_PRS-I advenerunt_0 ,_0 contestantes_0 Chilperico_PRS-B rege_0 ,_0 ut_0 nihil_0 de_0 civitatibus_0 ,_0 quas_0 de_0 regno_0 patris_0 sui_0 tenebat_0 ,_0 auferret_0 aut_0 de_0 thesauris_0 eius_0 in_0 aliquo_0 filiam_0 muneraret_0 ac_0 non_0 mancipia_0 ,_0 non_0 equites_0 ,_0 non_0 iuga_0 bovum_0 neque_0 aliquid_0 huiuscemodi_0 de_0 his_0 auderet_0 adtingere_0 ._0
PRS-B	Parisius	quod_0 a_0 quibusdam_0 pro_0 auspicio_0 susceptum_0 est._0 Denique_0 haec_0 de_0 Parisius_PRS-B progressa_0 ,_0 octavo_0 ab_0 urbe_0 miliario_0 tenturia_0 figi_0 praecepit_0 ._0
GEO-B	Parisiaca	His_0 itaque_0 cum_0 haec_0 praeda_0 pergentibus_0 ,_0 Chilpericus_PRS-B ,_0 Nero_PRS-B nostri_0 temporis_0 et_0 Herodis_PRS-B ,_0 ad_0 villam_0 Calensim_PRS-B ,_0 quae_0 distat_0 ab_0 urbe_0 Parisiaca_GEO-B quasi_0 centum_0 stadiis_0 ,_0 accedit_0 ibique_0 venationes_0 exercit_0 ._0
PRS-B	Parisius	ablutumque_0 vestimentis_0 melioribus_0 induit_0 ,_0 noctem_0 in_0 hymnis_0 deductam_0 ,_0 in_0 nave_0 levavit_0 et_0 in_0 basilica_0 sancti_0 Vincenti_PRS-B ,_0 quae_0 est_0 Parisius_PRS-B ,_0 sepelivit_0 ,_0 Fredegunde_PRS-B regina_0 in_0 ecclesia_0 derelicta_0 ._0
PRS-B	Parisius	Interea_0 Fredegundis_PRS-B regina_0 iam_0 viduata_0 Parisius_PRS-B advenit_0 et_0 cum_0 thesauris_0 ,_0 quos_0 infra_0 murorum_0 septa_0 concluserat_0 ,_0 ad_0 aeclesiam_0 confugit_0 adque_0 a_0 Ragnemodo_PRS-B fovetur_0 episcopo_0 ._0
PRS-B	Parisius	Moderato_0 quoque_0 planctu_0 ,_0 conmoto_0 exercitu_0 ,_0 Parisius_PRS-B dirigit_0 ._0
PRS-B	Parisiaci	Sed_0 cum_0 eum_0 Parisiaci_PRS-B recipere_0 nollent_0 ,_0 legatos_0 ad_0 Gunthchramnum_PRS-B regem_0 diregit_0 ,_0 dicens_0 <COLON>_0 '_0 Scio_0 ,_0 piissime_0 pater_0 ,_0 non_0 latere_0 pietati_0 tuae_0 ,_0 qualiter_0 utrumque_0 usque_0 praesens_0 tempus_0 pars_0 obpraesserit_0 inimica_0 ,_0 ut_0 nullus_0 de_0 rebus_0 sibi_0 debitis_0 possit_0 invenire_0 iustitiam_0 ._0
PRS-B	Parisius	Quibus_0 ille_0 ait_0 <COLON>_0 '_0 Ecce_0 pactiones_0 ,_0 quae_0 inter_0 nos_0 factae_0 sunt_0 ,_0 ut_0 ,_0 quisque_0 sine_0 fratris_0 voluntatem_0 Parisius_PRS-B urbem_0 ingrederetur_0 ,_0 amitteret_0 partem_0 suam_0 ,_0 essetque_0 Polioctus_PRS-B martyr_0 cum_0 Hylario_PRS-B adque_0 Martino_PRS-B confessoribus_0 iudex_0 ac_0 retributor_0 eius_0 ._0
