all lines with 'Roman'...:
Tag	Token	Sentence
GRP-B	Romano	De_0 Gregorio_PRS-B papa_0 Romano_GRP-B ._0
PRS-B	Romanae	I._0 Catianus_PRS-B episcopus_0 anno_0 imperii_0 Decii_PRS-B primo_0 a_0 Romanae_PRS-B sedis_0 papa_0 transmissus_0 est._0 In_0 qua_0 urbe_0 multitudo_0 paganorum_0 in_0 idolatriis_0 dedita_0 commorabatur_0 ,_0 de_0 quibus_0 nonnullos_0 praedicatione_0 sua_0 converti_0 fecit_0 ad_0 Dominum_PRS-B ._0
GRP-B	Romani	A_0 transitu_0 sancti_0 Martini_PRS-B usque_0 ad_0 memoratum_0 superius_0 annum_0 ,_0 id_0 est_0 ordinationis_0 nostrae_0 primum_0 et_0 vicesimum_0 ,_0 qui_0 fuit_0 Gregorii_PRS-B papae_0 Romani_GRP-B quintus_0 ,_0 Gunthchramni_PRS-B regis_0 XXXV_0 ,_0 Childeberthi_PRS-B iunioris_0 nonus_0 decimus_0 ,_0 anni_0 CXCVII_0 ._0
PRS-I	Romanae	Denique_0 Brictius_PRS-B Romanae_PRS-I urbis_0 papam_0 expetiit_0 ,_0 flens_0 et_0 eiulans_0 atque_0 dicens_0 <COLON>_0 '_0 Merito_0 haec_0 patior_0 ,_0 quia_0 peccavi_0 in_0 sanctum_0 Dei_PRS-B et_0 eum_0 delerum_0 et_0 amentem_0 saepe_0 vocavi_0 ;_0
PRS-B	Romanam	Sed_0 sentiens_0 per_0 spiritum_0 ,_0 pro_0 dilictis_0 populi_0 sibi_0 hoc_0 non_0 fuisse_0 concessum_0 ,_0 consilium_0 habuit_0 expetendi_0 urbem_0 Romanam_PRS-B ,_0 scilicet_0 ut_0 ,_0 adiunctam_0 sibi_0 apostolicae_0 virtutis_0 patrocinia_0 ,_0 quae_0 humiliter_0 ad_0 Domini_PRS-B misericordiam_0 flagitabat_0 ,_0 mereretur_0 facilius_0 obtinere_0 ._0
GRP-B	Romano	Sed_0 onusti_0 praeda_0 hostes_0 ,_0 provinciarum_0 opima_0 depopulati_0 ,_0 Rhenum_GEO-B transierunt_0 ,_0 pluribus_0 suorum_0 in_0 Romano_GRP-B relictis_0 solo_0 ,_0 ad_0 repetendam_0 depopulationem_0 paratis_0 ,_0 cum_0 quibus_0 congressus_0 Romanis_GRP-B adcomodus_0 fuit_0 ,_0 multis_0 Francorum_GRP-B apud_0 Carbonariam_GRP-B ferro_0 perimptis_0 ._0
GRP-B	Romanis	Sed_0 onusti_0 praeda_0 hostes_0 ,_0 provinciarum_0 opima_0 depopulati_0 ,_0 Rhenum_GEO-B transierunt_0 ,_0 pluribus_0 suorum_0 in_0 Romano_GRP-B relictis_0 solo_0 ,_0 ad_0 repetendam_0 depopulationem_0 paratis_0 ,_0 cum_0 quibus_0 congressus_0 Romanis_GRP-B adcomodus_0 fuit_0 ,_0 multis_0 Francorum_GRP-B apud_0 Carbonariam_GRP-B ferro_0 perimptis_0 ._0
GRP-B	Romanos	Goare_0 ad_0 Romanos_GRP-B transgresso_0 ,_0 de_0 Rheno_GEO-B agmen_0 suorum_0 convertit_0 ,_0 Wandalis_0 Francorum_GEO-B bello_0 laborantibus_0 ,_0 Godigyselo_PRS-B rege_0 absumpto_0 ,_0 aciae_0 viginti_0 ferme_0 milibus_0 ferro_0 peremptis_0 ,_0 cunctis_0 Wandalorum_0 ad_0 internitionem_0 delendis_0 ,_0 nisi_0 Alanorum_GEO-B vis_0 in_0 tempore_0 subvenisset_0 ._0
GRP-B	Romani	In_0 his_0 autem_0 partibus_0 ,_0 id_0 est_0 ad_0 meridianam_0 plagam_0 ,_0 habitabant_0 Romani_GRP-B usque_0 Ligerem_GEO-B fluvium_0 ._0
GRP-B	Romanus	Chlogio_0 autem_0 ,_0 missis_0 exploratoribus_0 ad_0 urbem_0 Camaracum_PRS-B ,_0 perlustrata_0 omnia_0 ,_0 ipse_0 secutus_0 ,_0 Romanus_GRP-B proteret_0 ,_0 civitatem_0 adpraehendit_0 ,_0 in_0 qua_0 paucum_0 tempus_0 resedens_0 ,_0 usque_0 Sumenam_GEO-B fluvium_0 occupavit_0 ._0
GRP-B	Romanum	Avitus_0 enim_0 unus_0 ex_0 senatoribus_0 et_0 -_0 valde_0 manefestum_0 est_0 -_0 civis_0 Arvernus_GRP-B ,_0 cum_0 Romanum_GRP-B ambisset_0 imperium_0 ,_0 luxoriosae_0 agere_0 volens_0 ,_0 a_0 senatoribus_0 proiectus_0 ,_0 apud_0 Placentiam_GEO-B urbem_0 episcopus_0 ordenatur_0 ._0
GRP-B	Romanus	In_0 Galliis_GRP-B autem_0 Egidius_PRS-B ex_0 Romanus_GRP-B magister_0 militum_0 datus_0 est._0 De_0 Childerico_PRS-B rege_0 et_0 Egidio_PRS-B ._0
GRP-B	Romanis	Paulos_0 vero_0 comes_0 cum_0 Romanis_GRP-B ac_0 Francis_PRS-B Gothis_PRS-I bella_0 intulit_0 et_0 praedas_0 egit_0 ._0
PRS-B	Romanus	Magnum_0 ea_0 die_0 incendio_0 domus_0 aeclesiae_0 concremata_0 est._0 Bellum_GRP-B inter_0 Saxones_GRP-B ac_0 Romanus_PRS-B ._0
GRP-B	Romanos	His_0 ita_0 gestis_0 ,_0 inter_0 Saxones_GRP-B atque_0 Romanos_GRP-B bellum_0 gestum_0 est_0 ;_0
GRP-B	Romanis	sed_0 Saxones_GRP-B terga_0 vertentes_0 ,_0 multos_0 de_0 suis_0 ,_0 Romanis_GRP-B insequentibus_0 ,_0 gladio_0 reliquerunt_0 ;_0
GRP-B	Romanorum	His_0 ita_0 gestis_0 ,_0 mortuo_0 Childerico_PRS-B ,_0 regnavit_0 Chlodovechus_PRS-B ,_0 filius_0 eius_0 pro_0 eo._0 Anno_PRS-B autem_0 quinto_0 regni_0 eius_0 Siacrius_PRS-B Romanorum_GRP-B rex_0 ,_0 Egidi_PRS-B filius_0 ,_0 apud_0 civitatem_0 Sexonas_PRS-B ,_0 quam_0 quondam_0 supra_0 memoratus_0 Egidius_PRS-B tenuerat_0 ,_0 sedem_0 habebat_0 ._0
GRP-B	Romanos	Burgundionibus_0 leges_0 mitiores_0 instituit_0 ,_0 ne_0 Romanos_GRP-B obpraemerent_0 ._0
GEO-B	Romaniacum	Tunc_0 duae_0 acies_0 locustarum_0 apparuerunt_0 ,_0 quae_0 per_0 Arvernum_GRP-B atque_0 Limovicinum_PRS-B transeuntes_0 ,_0 ut_0 ferunt_0 ,_0 Romaniacum_GEO-B campum_0 venerunt_0 ,_0 in_0 quo_0 ,_0 proelium_0 inter_0 se_0 actum_0 ,_0 maxime_0 sunt_0 conlisae_0 ._0
PRS-B	Romanam	Cui_0 ille_0 <COLON>_0 '_0 Numquid_0 '_0 ,_0 ait_0 ,_0 '_0 tu_0 Romanam_PRS-B adisti_0 urbem_0 ,_0 ut_0 papae_0 illius_0 nobis_0 salutem_0 deferas_0 ?_0 '_0
0	Romanus	Romanus_0 vero_0 comitatum_0 ambivit_0 ._0
GRP-B	Romano	Sed_0 falsa_0 haec_0 et_0 maxime_0 a_0 Romano_GRP-B emissa_0 depraehensa_0 sunt_0 ._0
GRP-B	Romanorum	ab_0 alia_0 vero_0 parte_0 habentes_0 quadrigam_0 et_0 ascensorem_0 contenentesque_0 scriptum_0 <COLON>_0 Gloria_PRS-B Romanorum_GRP-B ._0
