all lines with 'Saxon'...:
Tag	Token	Sentence
GRP-B	Saxonis	Igitur_0 Chlothacharius_PRS-B post_0 mortem_0 Theodovaldi_PRS-B cum_0 regno_0 Franciae_PRS-B suscepisse_0 atque_0 eum_0 circuiret_0 ,_0 audivit_0 a_0 suis_0 in_0 iterata_0 insania_0 efferviscere_0 Saxonis_GRP-B sibique_0 esse_0 rebelles_0 ,_0 et_0 quod_0 tributa_0 ,_0 quae_0 annis_0 singulis_0 consueverant_0 ministrare_0 ,_0 contemnerent_0 reddere_0 ._0
PRS-B	Saxones	Cumque_0 iam_0 prope_0 terminum_0 illorum_0 esset_0 ,_0 Saxones_PRS-B legatus_0 ad_0 eum_0 mittunt_0 ,_0 dicentes_0 <COLON>_0 '_0 Non_0 enim_0 sumus_0 contemptoris_0 tui_0 ,_0 et_0 ea_0 quae_0 fratribus_0 ac_0 neputibus_0 tuis_0 reddere_0 consuevimus_0 non_0 negamus_0 ,_0 et_0 maiora_0 adhuc_0 ,_0 si_0 quaesieris_0 ,_0 reddimus_0 ._0
PRS-B	Saxones	Rursum_0 Saxones_PRS-B obtulerunt_0 medietatem_0 facultatis_0 suae_0 ,_0 pacem_0 petentes_0 ._0
GRP-B	Saxones	Rursum_0 Saxones_GRP-B obtulerunt_0 vestimenta_0 ,_0 pecora_0 vel_0 omni_0 corpus_0 facultatis_0 suae_0 ,_0 dicentes_0 <COLON>_0 '_0 Haec_0 omnia_0 tollite_0 cum_0 medietatem_0 terrae_0 nostrae_0 ,_0 tantum_0 uxoris_0 et_0 parvolus_0 nostros_0 relinquete_0 liberos_0 ,_0 et_0 bellum_0 inter_0 nos_0 non_0 committatur_0 '_0 ._0
PRS-B	Saxonum	Turonici_0 autem_0 audientes_0 ,_0 regressum_0 fuisse_0 regem_0 de_0 caede_0 Saxonum_PRS-B ,_0 facto_0 consensu_0 in_0 Eufronio_PRS-B presbitero_0 ,_0 ad_0 eum_0 pergunt_0 ._0
GRP-B	Saxones	Eo_0 enim_0 tempore_0 bellum_0 contra_0 Saxones_GRP-B ,_0 quod_0 supra_0 diximus_0 ,_0 gerebatur_0 ._0
PRS-B	Saxones	Fortiter_0 tunc_0 rex_0 Chlotharius_0 contra_0 Saxones_PRS-B decertabat_0 ._0
0	Saxones	Saxones_0 enim_0 ,_0 ut_0 adserunt_0 ,_0 per_0 Childeberthum_PRS-B commoti_0 atque_0 indignantes_0 contra_0 Francos_PRS-B superiore_0 anno_0 ,_0 exeuntesque_0 de_0 regione_0 sua_0 in_0 Francia_PRS-B venerant_0 et_0 usque_0 Divitiam_GRP-B civitatem_0 praedas_0 egerunt_0 nimiumque_0 grave_0 scelus_0 perpetrati_0 sunt_0 ._0
PRS-B	Saxones	Childeberthus_0 autem_0 rex_0 ,_0 dum_0 Chlotharius_PRS-B contra_0 Saxones_PRS-B decertaret_0 ,_0 in_0 campaniam_0 Remensim_PRS-B accedit_0 ,_0 et_0 usque_0 Remus_PRS-B civitatem_0 properans_0 ,_0 cuncta_0 predis_0 atque_0 incendio_0 devastavit_0 ._0
PRS-B	Saxonibus	Audierat_0 enim_0 ,_0 fratrem_0 suum_0 a_0 Saxonibus_PRS-B fuisse_0 perimtum_0 ,_0 et_0 regno_0 suo_0 cuncta_0 subici_0 aestimans_0 ,_0 quae_0 adire_0 potuit_0 universa_0 pervasit_0 ._0
GRP-B	Saxones	Post_0 haec_0 Saxones_GRP-B ,_0 qui_0 cum_0 Langobardis_GEO-B in_0 Italiam_GEO-B venerant_0 ,_0 iterum_0 prorumpunt_0 in_0 Galliis_GRP-B et_0 infra_0 territurium_0 Regensim_GEO-B ,_0 id_0 est_0 apud_0 Stablonem_GRP-B villam_0 castra_0 ponunt_0 ,_0 discurrentes_0 per_0 villas_0 urbium_0 vicinarum_0 ,_0 diripientes_0 praedas_0 ,_0 captivos_0 abducentes_0 vel_0 etiam_0 cuncta_0 vastantes_0 ._0
0	Saxones	Mane_0 autem_0 facto_0 ,_0 statuunt_0 Saxones_0 exercitum_0 ,_0 praeparantes_0 se_0 ad_0 bellum_0 ;_0
GRP-B	Saxones	Igitur_0 regressi_0 Saxones_GRP-B in_0 Italiam_GEO-B ,_0 adsumptis_0 secum_0 uxoribus_0 atque_0 parvolis_0 vel_0 omni_0 suppellectile_0 facultatis_0 ,_0 redire_0 in_0 Galliis_GRP-B distinant_0 ,_0 scilicet_0 ut_0 a_0 Sigybertho_PRS-B rege_0 collecti_0 in_0 loco_0 unde_0 egressi_0 fuerant_0 stabilirentur_0 ._0
GRP-B	Saxonis	Bellum_0 inter_0 Saxonis_GRP-B et_0 Suavos_GRP-B ._0
GRP-B	Saxonum	Nam_0 confligentibus_0 illis_0 ,_0 erant_0 enim_0 XXVI_0 milia_0 Saxonum_GRP-B ,_0 ex_0 quibus_0 XX_0 milia_0 caeciderunt_0 ;_0
GRP-B	Saxonibus	Illi_0 quoque_0 qui_0 ex_0 Saxonibus_GRP-B remanserant_0 detestati_0 sunt_0 ,_0 nullus_0 se_0 eorum_0 barbam_0 neque_0 capillos_0 incisurum_0 ,_0 nisi_0 prius_0 se_0 de_0 adversariis_0 ulciscerent_0 ._0
PRS-B	Saxones	Sed_0 ille_0 dolose_0 per_0 nocte_0 super_0 Saxones_PRS-B Baiocassinos_PRS-I ruens_0 ,_0 maximam_0 exinde_0 partem_0 interfecit_0 ._0
PRS-I	Saxone	Et_0 sic_0 a_0 bello_0 cessatum_0 est._0 De_0 interitu_0 Vidastis_PRS-B cognomento_0 Avi._PRS-B Vidastis_PRS-I cognomento_0 Avus_PRS-B ,_0 qui_0 ante_0 hos_0 annos_0 Lupum_PRS-B Ambrosiumque_PRS-B pro_0 amore_0 uxoris_0 Ambrosii_PRS-B interfecerat_0 et_0 ipsam_0 sibi_0 ,_0 quae_0 consubrina_0 sua_0 esse_0 dicebatur_0 ,_0 in_0 matrimunio_0 acceperat_0 ,_0 dum_0 multa_0 scelera_0 infra_0 Pectavum_PRS-B terminum_0 perpetraret_0 ,_0 quodam_0 loco_0 cum_0 Chulderico_PRS-B Saxone_PRS-I coniunctus_0 ,_0 dum_0 se_0 invicem_0 convitiis_0 lacesserent_0 ,_0 unus_0 ex_0 pueris_0 Chulderici_GRP-B Avonem_GRP-I hasta_0 transfixit_0 ._0
PRS-B	Saxonibus	Abiens_0 ergo_0 ,_0 conparato_0 vino_0 et_0 lintribus_0 invecto_0 ,_0 accepto_0 a_0 socero_0 pecunia_0 multa_0 ,_0 cum_0 duobus_0 pueris_0 Saxonibus_PRS-B viam_0 equitando_0 terebat_0 ._0
