all lines with 'Chun'...:
Tag	Token	Sentence
GRP-B	Chunorum	Nam_0 nullus_0 ambigat_0 ,_0 Chunorum_GRP-B exercitum_0 obtentu_0 memorati_0 antestites_0 fuisse_0 fugatum_0 ._0
GRP-B	Chunis	Attila_0 vero_0 cum_0 paucis_0 reversus_0 est_0 ,_0 nec_0 multo_0 post_0 Aquileia_PRS-B a_0 Chunis_GRP-B capta_0 ,_0 incensa_0 atque_0 deruta_0 ,_0 Italia_GEO-B pervagata_0 atque_0 subversa_0 est._0 Thorismodus_GRP-B cui_0 supra_0 meminimus_0 ,_0 Alanos_GRP-B bello_0 edomuit_0 ,_0 ipsi_0 deinceps_0 post_0 multas_0 lites_0 et_0 bella_0 a_0 fratribus_0 oppraessus_0 ac_0 iugulatus_0 interiit_0 ._0
PRS-B	Chunus	Quibus_0 permotus_0 Iohannis_PRS-B Aetium_PRS-I ,_0 id_0 temporis_0 curam_0 palatii_0 ,_0 cum_0 ingenti_0 auri_0 pondere_0 ad_0 Chunus_PRS-B transmittit_0 ,_0 notus_0 sibi_0 obsidatus_0 sui_0 tempore_0 et_0 familiari_0 amicicia_0 divinctos_0 ,_0 cum_0 mandatis_0 huiusmodi_0 <COLON>_0 cum_0 primum_0 partes_0 adversae_0 Italiam_GEO-B ingressae_0 forent_0 ,_0 ipse_0 a_0 tergo_0 adoriretur_0 ,_0 se_0 ad_0 fronte_0 venturum_0 ._0
PRS-B	Chunorum	Aetius_PRS-B filius_0 a_0 puero_0 praetorianus_0 ,_0 tribus_0 annis_0 Alarici_PRS-B obsessus_0 ,_0 dehinc_0 Chunorum_PRS-B ;_0
PRS-B	Chunsinam	de_0 Chunsinam_PRS-B habuit_0 Chramnum_PRS-B ._0
PRS-B	Chunus	Quod_0 Sigiberthus_PRS-B contra_0 Chunus_PRS-B abiit_0 ._0
PRS-B	Chunus	Quod_0 Sigiberthus_PRS-B contra_0 Chunus_PRS-B abiit_0 ,_0 et_0 Chilpericus_GRP-B civitates_0 eius_0 pervasit_0 ._0
PRS-B	Chuni	Nam_0 post_0 mortem_0 Chlothari_PRS-B regis_0 Chuni_PRS-B Gallias_GRP-B appetunt_0 ,_0 contra_0 quos_0 Sigyberthus_GRP-B exercitum_0 dirigit_0 ,_0 et_0 gestum_0 contra_0 eos_0 bellum_0 ,_0 vicit_0 atque_0 fugavit_0 ._0
GRP-B	Chunis	Rediens_0 autem_0 Sigyberthus_GRP-B victur_0 a_0 Chunis_GRP-B ,_0 Sessionas_GRP-B civitatem_0 occupat_0 ,_0 ibique_0 inventum_0 Theodoberthum_PRS-B ,_0 Chilperici_PRS-B regis_0 filium_0 ,_0 adpraehendit_0 et_0 in_0 exilio_0 transmittit_0 ._0
GRP-B	Chunus	De_0 secundo_0 Sigiberthi_0 contra_0 Chunus_GRP-B bellum_0 ._0
0	Chuni	Chuni_0 vero_0 iterum_0 in_0 Gallias_GEO-B venire_0 conabantur_0 ._0
PRS-B	Chunis	Fugiente_0 autem_0 exercitu_0 Sigyberthi_PRS-B ,_0 ipsi_0 inclusus_0 a_0 Chunis_PRS-B retenebatur_0 ,_0 nisi_0 postea_0 ,_0 ut_0 erat_0 elegans_0 et_0 versutus_0 ,_0 quos_0 non_0 potuit_0 superare_0 virtute_0 proelii_0 ,_0 superavit_0 arte_0 donandi_0 ._0
GRP-B	Chunorum	Sed_0 et_0 rex_0 Chunorum_GRP-B multa_0 munera_0 regi_0 Sigybertho_PRS-B dedit_0 ._0
