all lines with 'Goth'...:
Tag	Token	Sentence
GRP-B	Gothi	Cumque_0 secundum_0 consuetudinem_0 Gothi_GRP-B terga_0 vertissent_0 ,_0 ipse_0 rex_0 Chlodovechus_PRS-B victuriam_0 ,_0 Domino_PRS-B adiuvante_0 ,_0 obtinuit_0 ._0
PRS-B	Gothis	Porro_0 rex_0 ,_0 cum_0 ,_0 fugatis_0 Gothis_PRS-B ,_0 Alaricum_PRS-B regem_0 interfecisset_0 ,_0 duo_0 ex_0 adverso_0 subito_0 advenientes_0 ,_0 cum_0 contis_0 utraque_0 ei_0 latera_0 feriunt_0 ._0
GRP-B	Gothorum	Qui_0 abiens_0 ,_0 urbes_0 illas_0 a_0 finibus_0 Gothorum_GRP-B usque_0 Burgundionum_GEO-B terminum_0 patris_0 sui_0 dicionibus_0 subiugavit_0 ._0
PRS-B	Gothis	Tunc_0 ,_0 exclusis_0 Gothis_PRS-B ,_0 urbem_0 suo_0 dominio_0 subiugavit_0 ._0
0	Gothi	Gothi_0 vero_0 cum_0 post_0 Chlodovechi_PRS-B mortem_0 multa_0 de_0 id_0 quae_0 ille_0 adquesierat_0 pervasissent_0 ,_0 Theudoricus_PRS-B Theudobertum_PRS-I ,_0 Chlothacharius_PRS-B vero_0 Guntharium_PRS-B ,_0 seniorem_0 filium_0 suum_0 ,_0 ad_0 haec_0 requirenda_0 transmittunt_0 ._0
PRS-B	Gothi	Arelatensim_0 enim_0 tunc_0 urbem_0 Gothi_PRS-B pervaserant_0 ,_0 de_0 qua_0 Theudobertus_PRS-B obsedes_0 retenebat_0 ;_0
PRS-B	Gothi	Sumpserant_0 enim_0 Gothi_PRS-B hanc_0 detestabilem_0 consuetudinem_0 ,_0 ut_0 ,_0 si_0 quis_0 eis_0 de_0 regibus_0 non_0 placuisset_0 ,_0 gladio_0 eum_0 adpeterent_0 ,_0 et_0 qui_0 libuisset_0 animo_0 ,_0 hunc_0 sibi_0 statuerent_0 regem_0 ._0
PRS-B	Gothum	Haec_0 vero_0 aegre_0 adquiescens_0 ieiuniis_0 ac_0 vigiliis_0 adfici_0 ,_0 per_0 occultus_0 nuntios_0 Gothum_PRS-B quendam_0 adivit_0 ,_0 promittens_0 ,_0 si_0 se_0 in_0 Hispaniis_PRS-B deductam_0 coniugio_0 copularet_0 ,_0 cum_0 thesauris_0 suis_0 de_0 monasthirio_0 egrediens_0 ,_0 libenti_0 eum_0 animo_0 sequeretur_0 ._0
PRS-B	Gothi	Sed_0 cum_0 obtinere_0 non_0 posset_0 a_0 rege_0 ,_0 ut_0 in_0 loco_0 ,_0 unde_0 eiectus_0 fuerat_0 ,_0 restitueretur_0 ,_0 nocte_0 per_0 fugam_0 lapsus_0 ,_0 ad_0 Sigiberti_PRS-B regnum_0 pertransiit_0 et_0 apud_0 Arisitensim_PRS-B vicum_0 episcopus_0 instituetur_0 ,_0 habens_0 sub_0 se_0 plus_0 minus_0 dioceses_0 XV_0 ,_0 quas_0 primum_0 quidem_0 Gothi_PRS-B tenuerant_0 ,_0 nunc_0 vero_0 Dalmatius_PRS-B Rutenensis_PRS-I episcopus_0 iudicat_0 ._0
GRP-B	Gothorum	Nam_0 cum_0 Massiliensim_PRS-B portum_0 propter_0 regum_0 discordias_0 adire_0 ausi_0 non_0 essent_0 ,_0 Agathae_GEO-B urbem_0 ,_0 quae_0 in_0 Gothorum_GRP-B regno_0 sita_0 est_0 ,_0 advenerunt_0 ._0
GRP-B	Gothorum	Interim_0 advenientibus_0 Kalendis_0 Septembribus_GEO-B ,_0 Gothorum_GRP-B magna_0 legatio_0 ad_0 regem_0 Chilpericum_PRS-B accedit_0 ._0
GRP-B	Gothorum	Traditamque_0 legatis_0 Gothorum_GRP-B ,_0 magnus_0 ei_0 thesaurus_0 dedit_0 ._0
GEO-B	Gothorum	Et_0 cernens_0 se_0 iam_0 ad_0 terminum_0 Gothorum_GEO-B esse_0 propinquam_0 ,_0 moras_0 innectire_0 coepit_0 ,_0 dicentibus_0 sibi_0 tum_0 praeterea_0 suis_0 ,_0 oportere_0 eam_0 ibidem_0 commorari_0 ,_0 cum_0 ipsi_0 fatigati_0 de_0 itenere_0 vestimenta_0 haberent_0 inculta_0 ,_0 calciamenta_0 scissa_0 ,_0 ipsosque_0 equorum_0 adque_0 carrucarum_0 apparatos_0 adhuc_0 ,_0 sicut_0 plaustris_0 evecti_0 erant_0 ,_0 seorsum_0 esse_0 disiunctos_0 ._0
GRP-B	Gothos	Oportere_0 potius_0 omnia_0 haec_0 prius_0 diligenter_0 stabilire_0 et_0 sic_0 in_0 itenere_0 proficisci_0 ac_0 suscepi_0 cum_0 omni_0 elegantia_0 ab_0 sponso_0 ,_0 ne_0 forte_0 ,_0 si_0 inculti_0 inter_0 Gothos_GRP-B apparerent_0 ,_0 inriderentur_0 ab_0 ipsis_0 ._0
GEO-B	Gothorum	Igitur_0 Gunthchramnus_PRS-B rex_0 cummoveri_0 exercitum_0 in_0 Hispaniis_GRP-B praecepit_0 ,_0 dicens_0 <COLON>_0 '_0 Prius_PRS-B Septimaniam_PRS-I proventiam_0 ditioni_0 nostrae_0 subdite_0 ,_0 quae_0 Galliis_GEO-B est_0 propinqua_0 ,_0 quia_0 indignum_0 est_0 ,_0 ut_0 horrendorum_0 Gothorum_GEO-B terminus_0 usque_0 in_0 Galliis_GEO-B sit_0 extensus_0 '_0 ._0
GRP-B	Gothi	Sed_0 et_0 Gothi_GRP-B per_0 occultas_0 insidias_0 multis_0 de_0 his_0 spoliatis_0 interemerunt_0 ;_0
GRP-B	Gothos	Quod_0 cernens_0 Desiderius_PRS-B dux_0 ,_0 qui_0 maxime_0 in_0 eiusdem_0 urbis_0 territurio_0 meliora_0 facultatis_0 suae_0 condiderat_0 ,_0 timens_0 ,_0 ne_0 ultio_0 expetiretur_0 ab_0 eo_0 propter_0 antiquam_0 inimicitiam_0 ,_0 quod_0 aliquando_0 in_0 eadem_0 civitatem_0 exercitum_0 gloriosae_0 memoriae_0 Syghiberthi_PRS-B regis_0 graviter_0 adfecisset_0 ,_0 cum_0 Tetradia_PRS-B uxore_0 sua_0 ,_0 quam_0 Eulalio_PRS-B nunc_0 Arverno_PRS-B comite_0 abstullerat_0 ,_0 in_0 termino_0 Tholosano_GEO-B cum_0 rebus_0 omnibus_0 transiens_0 ,_0 exercitum_0 cummovet_0 et_0 contra_0 Gothos_GRP-B abire_0 disponit_0 ,_0 divisis_0 prius_0 ,_0 ut_0 ferunt_0 ,_0 rebus_0 inter_0 filius_0 et_0 coniugem_0 ._0
GRP-B	Gothi	Denique_0 inito_0 bello_0 ,_0 fugire_0 Gothi_GRP-B coeperunt_0 et_0 Desiderius_PRS-B cum_0 Austrovaldo_GRP-B a_0 tergo_0 cedere_0 hostem_0 ._0
PRS-B	Gothi	Contra_0 quos_0 saepius_0 Austrovaldus_PRS-B dux_0 processit_0 ,_0 sed_0 parvam_0 ultionem_0 exegit_0 ab_0 eis._0 Gothi_PRS-B vero_0 propter_0 superiores_0 anni_0 devastationem_0 ,_0 quam_0 in_0 Septimaniam_GEO-B regis_0 Gunthramni_GRP-B exercitus_0 fecit_0 ,_0 in_0 Arelatense_GEO-B provinciam_0 proruperunt_0 ,_0 egeruntque_0 praedas_0 atque_0 captivos_0 abduxerunt_0 usque_0 decimo_0 ab_0 urbe_0 miliario_0 ._0
PRS-B	Gothorum	Igitur_0 Childebertus_PRS-B rex_0 cum_0 petentibus_0 Langobardis_PRS-B sororem_0 suam_0 regi_0 eorum_0 esse_0 coniugem_0 ,_0 acceptis_0 muneribus_0 ,_0 promisisset_0 ,_0 advenientibus_0 Gothorum_PRS-B legatis_0 ipsam_0 ,_0 eo_0 quod_0 gentem_0 illam_0 ad_0 fidem_0 catholicam_0 conversam_0 fuisse_0 cognoscerit_0 ,_0 repromisit_0 ac_0 legationem_0 ad_0 imperatorem_0 direxit_0 ,_0 ut_0 ,_0 quod_0 prius_0 non_0 fecerat_0 ,_0 nunc_0 contra_0 Langobardorum_PRS-B gentem_0 debellans_0 ,_0 cum_0 eius_0 consilio_0 eos_0 ab_0 Italia_GEO-B removerit_0 ._0
0	Gothis	Cumque_0 in_0 hac_0 iactantia_0 ferretur_0 et_0 Gothis_0 haec_0 nuntiata_0 fuissent_0 ,_0 paraverunt_0 se_0 in_0 insidiis_0 ._0
PRS-B	Gothus	Hic_0 vero_0 super_0 fluvium_0 parvolum_0 ,_0 propinquum_0 urbi_0 ,_0 castra_0 ponit_0 ,_0 epulis_0 insedit_0 ,_0 aebrietatibus_0 incumbit_0 ,_0 convitiis_0 et_0 blasphemiis_0 Gothus_PRS-B exaggerans_0 ._0
0	Gothi	Insequentes_0 autem_0 Gothi_0 res_0 eorum_0 omnes_0 repperierunt_0 diripieruntque_0 ,_0 pedestris_0 omnes_0 captivos_0 abducentes_0 ._0
