all lines with 'Hispan'...:
Tag	Token	Sentence
GEO-B	Hispanias	Regnante_0 vero_0 Agilane_GEO-B apud_0 Hispaniam_GEO-B ,_0 cum_0 populum_0 gravissimo_0 dominationis_0 suae_0 iugo_0 adterriret_0 ,_0 exercitus_0 imperatoris_0 Hispanias_GEO-B est_0 ingressus_0 et_0 civitates_0 aliquas_0 pervasit_0 ._0
PRS-B	Hispaniis	Haec_0 vero_0 aegre_0 adquiescens_0 ieiuniis_0 ac_0 vigiliis_0 adfici_0 ,_0 per_0 occultus_0 nuntios_0 Gothum_PRS-B quendam_0 adivit_0 ,_0 promittens_0 ,_0 si_0 se_0 in_0 Hispaniis_PRS-B deductam_0 coniugio_0 copularet_0 ,_0 cum_0 thesauris_0 suis_0 de_0 monasthirio_0 egrediens_0 ,_0 libenti_0 eum_0 animo_0 sequeretur_0 ._0
GEO-B	Hispaniam	Porro_0 Sigyberthus_PRS-B rex_0 cum_0 videret_0 ,_0 quod_0 fratres_0 eius_0 indignas_0 sibimet_0 uxores_0 acciperent_0 et_0 per_0 vilitatem_0 suam_0 etiam_0 ancillas_0 in_0 matrimonio_0 sociarent_0 ,_0 legationem_0 in_0 Hispaniam_GEO-B mittit_0 et_0 cum_0 multis_0 muneribus_0 Brunichildem_PRS-B ,_0 Athanagilde_PRS-B regis_0 filiam_0 ,_0 petiit_0 ._0
PRS-B	Hispanorum	De_0 regibus_0 Hispanorum_PRS-B ._0
GEO-B	Hispaniam	Ergo_0 ,_0 ut_0 ad_0 historiam_0 recurramus_0 ,_0 mortuo_0 apud_0 Hispaniam_GEO-B Athanaeldo_PRS-B rege_0 ,_0 Leuva_PRS-B cum_0 Leuvieldo_PRS-B fratre_0 regnum_0 accepit_0 ._0
GRP-B	Hispaniis	Magna_0 eo_0 anno_0 in_0 Hispaniis_GRP-B christianis_0 persecutio_0 fuit_0 ,_0 multique_0 exiliis_0 dati_0 ,_0 facultatibus_0 privati_0 ,_0 fame_0 decocti_0 ,_0 carcere_0 mancipati_0 ,_0 verberibus_0 adfecti_0 ac_0 diversis_0 suppliciis_0 trucidati_0 sunt_0 ._0
PRS-B	Hispaniis	Sed_0 Ingundis_PRS-B ,_0 Sigyberthi_PRS-B regis_0 filiam_0 ,_0 cum_0 magno_0 apparato_0 in_0 Hispaniis_PRS-B directa_0 ,_0 ab_0 avia_0 Goisuintha_GEO-B cum_0 gaudio_0 magno_0 suscepitur_0 ._0
GEO-B	Hispaniam	Ille_0 vero_0 haec_0 intellegens_0 ,_0 ad_0 partem_0 se_0 imperatoris_0 iungit_0 ,_0 legans_0 cum_0 praefectum_0 eius_0 amicitias_0 ,_0 qui_0 tunc_0 Hispaniam_GEO-B inpugnabat_0 ._0
GRP-B	Hispaniis	Post_0 haec_0 Elafius_PRS-B Catalaunensis_GRP-B episcopus_0 propter_0 causas_0 Brunichildis_PRS-B reginae_0 in_0 Hispaniis_GRP-B in_0 legatione_0 directus_0 ,_0 correptus_0 a_0 febre_0 nimia_0 ,_0 spiritum_0 exalavit_0 ,_0 et_0 exinde_0 delatus_0 mortuus_0 ,_0 ad_0 civitatem_0 suam_0 sepultus_0 est._0 Eonius_PRS-B quoque_0 episcopus_0 ,_0 quem_0 ligatum_0 Brittanorum_GRP-B supra_0 meminimus_0 ,_0 ad_0 civitatem_0 suam_0 regredi_0 non_0 permissus_0 ,_0 ut_0 Andecavus_PRS-B pasceretur_0 de_0 publico_0 ,_0 a_0 rege_0 praeceptum_0 est._0 Qui_0 Parisius_PRS-B adveniens_0 ,_0 dum_0 die_0 dominica_0 sacrosancta_0 sollemnia_0 celebraret_0 ,_0 emissa_0 cum_0 hinnitu_0 vocem_0 ,_0 terrae_0 conruit_0 ._0
GRP-B	Hispaniis	Sed_0 post_0 haec_0 ,_0 cum_0 in_0 Hispaniis_GRP-B reversus_0 fuisset_0 ,_0 in_0 infirmitate_0 debilitatus_0 ,_0 ad_0 nostram_0 relegionem_0 ,_0 necessitate_0 cogente_0 ,_0 conversus_0 est._0 De_0 his_0 quae_0 Chilpericus_GEO-B scripsit_0 ._0
GEO-B	Hispania	sed_0 non_0 post_0 multos_0 dies_0 a_0 parentibus_0 Prisci_PRS-B interfectus_0 est._0 De_0 legatis_0 Chilperici_PRS-B regis_0 ab_0 Hispania_GEO-B reversis_0 ._0
GRP-B	Hispaniis	Igitur_0 legati_0 Chilperici_PRS-B regis_0 ,_0 id_0 est_0 Ansovaldus_PRS-B et_0 Domegiselus_PRS-B ,_0 qui_0 ad_0 conspiciendam_0 dotem_0 in_0 Hispaniis_GRP-B fuerant_0 missi_0 ,_0 regressi_0 sunt_0 ._0
GEO-B	Hispanias	Cui_0 haec_0 Ansovaldus_PRS-B respondit_0 <COLON>_0 '_0 Christiani_PRS-B ,_0 qui_0 nunc_0 apud_0 Hispanias_GEO-B conmorantur_0 ,_0 catholicam_0 fidem_0 integre_0 servant_0 ._0
PRS-B	Hispaniorum	Accedente_PRS-B autem_0 Ansovaldo_PRS-B ad_0 Chilpericum_PRS-B regem_0 ,_0 legatio_0 Hispaniorum_PRS-B est_0 subsecuta_0 ,_0 quae_0 de_0 Chilperico_PRS-B ad_0 Childeberthum_PRS-B accedens_0 ,_0 in_0 Hispaniis_GEO-B est_0 regressa_0 ._0
GEO-B	Hispaniis	Accedente_PRS-B autem_0 Ansovaldo_PRS-B ad_0 Chilpericum_PRS-B regem_0 ,_0 legatio_0 Hispaniorum_PRS-B est_0 subsecuta_0 ,_0 quae_0 de_0 Chilperico_PRS-B ad_0 Childeberthum_PRS-B accedens_0 ,_0 in_0 Hispaniis_GEO-B est_0 regressa_0 ._0
GRP-B	Hispaniis	Legati_0 de_0 Hispaniis_GRP-B reversi_0 nihil_0 certi_0 renuntiaverunt_0 ,_0 eo_0 quod_0 Leuvichildus_PRS-B contra_0 filium_0 suum_0 seniorem_0 in_0 exercitu_0 resederet_0 ._0
PRS-B	Hispaniis	Legati_0 principis_0 Chilperici_PRS-B de_0 Hispaniis_PRS-B regressi_0 ,_0 nuntiaverunt_0 ,_0 provintiam_0 Carpitaniam_PRS-B graviter_0 a_0 locustis_0 fuisse_0 vastatam_0 ,_0 ita_0 ut_0 non_0 arbor_0 ,_0 non_0 vinea_0 ,_0 non_0 silva_0 ,_0 non_0 fructus_0 aliqui_0 aut_0 quicquam_0 viride_0 remaneret_0 ,_0 qui_0 non_0 a_0 locustis_0 everteretur_0 ._0
GEO-B	Hispania	Legati_0 iterum_0 ab_0 Hispania_GEO-B venerunt_0 ,_0 deferentes_0 munera_0 et_0 placitum_0 accipientes_0 cum_0 Chilperico_PRS-B rege_0 ,_0 ut_0 filiam_0 suam_0 secundum_0 convenentiam_0 anteriorem_0 filio_0 regis_0 Leuvichildi_PRS-B tradere_0 deberet_0 in_0 matrimonio_0 ._0
GRP-B	Hispaniis	Legatus_0 vero_0 Oppila_PRS-B nomen_0 de_0 Hispaniis_GRP-B advenit_0 ,_0 multa_0 munera_0 Chilperico_PRS-B rege_0 deferens_0 ._0
PRS-B	Hispanorum	Timebat_0 enim_0 rex_0 Hispanorum_PRS-B ,_0 ne_0 Childeberthus_PRS-B exercitum_0 ad_0 ulciscendam_0 sororis_0 suae_0 iniuriam_0 commoverit_0 ,_0 quia_0 Leuvichildus_PRS-B adpraehensum_0 filium_0 suum_0 Herminichildum_PRS-B ,_0 qui_0 sororem_0 Childeberthi_PRS-B regis_0 acciperat_0 ,_0 retruserat_0 in_0 custodia_0 ,_0 ipsa_0 mulierem_0 cum_0 Grecis_GEO-B relictam_0 ._0
PRS-B	Hispanorum	Post_0 haec_0 ,_0 dato_0 selentio_0 ,_0 ab_0 altercatione_0 cessatum_0 est._0 Ille_0 quoque_0 ad_0 Chilpericum_PRS-B regem_0 accedens_0 ,_0 oblatis_0 muneribus_0 quae_0 rex_0 Hispanorum_PRS-B miserat_0 ,_0 in_0 Hispania_GEO-B est_0 regressus_0 ._0
GEO-B	Hispania	Post_0 haec_0 ,_0 dato_0 selentio_0 ,_0 ab_0 altercatione_0 cessatum_0 est._0 Ille_0 quoque_0 ad_0 Chilpericum_PRS-B regem_0 accedens_0 ,_0 oblatis_0 muneribus_0 quae_0 rex_0 Hispanorum_PRS-B miserat_0 ,_0 in_0 Hispania_GEO-B est_0 regressus_0 ._0
GEO-B	Hispania	Patratisque_0 cum_0 his_0 omnibus_0 quae_0 voluit_0 ,_0 rex_0 in_0 Galliis_GEO-B est_0 regressus_0 atque_0 exercitu_0 commovere_0 praecepit_0 ,_0 quem_0 in_0 Hispania_GEO-B dirige_0 iussit_0 ;_0
GEO-B	Hispaniae	Igitur_0 cum_0 Herminichildus_PRS-B ,_0 sicut_0 supra_0 diximus_0 ,_0 patri_0 infensus_0 esset_0 et_0 in_0 civitate_0 quadam_0 Hispaniae_GEO-B cum_0 coniuge_0 resediret_0 ,_0 de_0 imperatoris_0 solatio_0 fretus_0 atque_0 Mironis_PRS-B Galliciensis_PRS-I regis_0 ,_0 patrem_0 ad_0 se_0 cum_0 exercitum_0 venire_0 cognovit_0 consiliumque_0 iniit_0 ,_0 qualiter_0 venientem_0 aut_0 repelleret_0 aut_0 negaret_0 ,_0 nesciens_0 miser_0 ,_0 iudicium_0 sibi_0 inminere_0 divinum_0 ,_0 qui_0 contra_0 genitorem_0 ,_0 quamlibet_0 hereticum_0 ,_0 talia_0 cogitaret_0 ._0
GEO-B	Hispaniae	Infirmatus_0 enim_0 ab_0 aquis_0 Hispaniae_GEO-B fuerat_0 malis_0 aeribusque_0 incommodis_0 ._0
GEO-B	Hispaniis	Multi_0 vero_0 meliores_0 natu_0 ,_0 qui_0 vi_0 conpellebantur_0 abire_0 ,_0 testamenta_0 condiderunt_0 ,_0 resque_0 suas_0 eclesiis_0 depotantes_0 atque_0 petentes_0 ,_0 ut_0 ,_0 cum_0 in_0 Hispaniis_GEO-B puella_0 introisset_0 ,_0 statim_0 testamenta_0 illa_0 ,_0 tamquam_0 si_0 iam_0 essent_0 sepulti_0 ,_0 reserarentur_0 ._0
PRS-B	Hispaniis	Ragnovaldus_0 vero_0 de_0 Hispaniis_PRS-B rediens_0 ,_0 uxori_0 facultatique_0 restituetur_0 ._0
GEO-B	Hispaniam	Legationis_0 enim_0 causa_0 Hispaniam_GEO-B petierat_0 ,_0 a_0 rege_0 Gunthchramno_PRS-B directus_0 ._0
PRS-B	Hispanorum	De_0 Ermeneghildo_PRS-B et_0 Ingundae_PRS-B vel_0 de_0 legatis_0 Hispanorum_PRS-B clam_0 ad_0 Fredegundem_PRS-B missis_0 ._0
PRS-B	Hispaniis	Quibus_0 de_0 causis_0 commotus_0 Gunthchramnus_PRS-B rex_0 ,_0 exercitum_0 in_0 Hispaniis_PRS-B distinat_0 ,_0 scilicet_0 ut_0 prius_0 Septimaniam_PRS-B ,_0 quae_0 adhuc_0 infra_0 Galliarum_PRS-B terminum_0 habetur_0 ,_0 eius_0 dominatione_0 subderint_0 et_0 sic_0 in_0 antea_0 proficiscerentur_0 ._0
GRP-B	Hispaniis	Igitur_0 Gunthchramnus_PRS-B rex_0 cummoveri_0 exercitum_0 in_0 Hispaniis_GRP-B praecepit_0 ,_0 dicens_0 <COLON>_0 '_0 Prius_PRS-B Septimaniam_PRS-I proventiam_0 ditioni_0 nostrae_0 subdite_0 ,_0 quae_0 Galliis_GEO-B est_0 propinqua_0 ,_0 quia_0 indignum_0 est_0 ,_0 ut_0 horrendorum_0 Gothorum_GEO-B terminus_0 usque_0 in_0 Galliis_GEO-B sit_0 extensus_0 '_0 ._0
PRS-B	Hispaniis	Haec_0 eo_0 dicente_0 ,_0 advenit_0 nuntius_0 ,_0 dicens_0 <COLON>_0 '_0 Richaredus_PRS-B ,_0 filius_0 Leuvichildi_PRS-B ,_0 de_0 Hispaniis_PRS-B egressus_0 ,_0 Caput_PRS-B Arietis_PRS-I castrum_0 obtenuit_0 et_0 ex_0 pago_0 Tholosano_PRS-B maximam_0 partem_0 depopulatus_0 est_0 hominesque_0 captivos_0 abduxit_0 ._0
PRS-B	Hispanorum	De_0 legatis_0 Hispanorum_PRS-B ._0
PRS-B	Hispaniis	Legati_0 de_0 Hispaniis_PRS-B ad_0 regem_0 Guntchramnum_PRS-B venerunt_0 cum_0 multis_0 muneribus_0 ,_0 pacem_0 petentes_0 ,_0 sed_0 nihil_0 certi_0 accipiunt_0 in_0 responsis_0 ._0
PRS-B	Hispani	Quod_0 Hispani_PRS-B in_0 Galliis_GEO-B prorupuerunt_0 ._0
GRP-B	Hispaniis	Anno_0 denique_0 XI._0 regni_0 Childeberthi_PRS-B regis_0 legati_0 iterum_0 de_0 Hispaniis_GRP-B venerunt_0 ,_0 pacem_0 petentes_0 ,_0 sed_0 nihil_0 certi_0 obtenentes_0 ,_0 regressi_0 sunt_0 ._0
PRS-B	Hispaniis	Sonus_0 autem_0 his_0 diebus_0 exierat_0 ,_0 quod_0 Fredegundis_PRS-B occultus_0 in_0 Hispaniis_PRS-B nuntius_0 dirigerit_0 ,_0 eosdemque_0 a_0 Palladio_GEO-B urbis_0 Santonicae_PRS-B episcopo_0 clam_0 susceptus_0 et_0 inantea_0 transmissus_0 fuisse_0 ._0
PRS-B	Hispaniis	Cum_0 autem_0 legati_0 de_0 Hispaniis_PRS-B crebro_0 ad_0 regem_0 Gunthchramnum_PRS-B venerint_0 et_0 nullius_0 pacis_0 gratiam_0 obtenere_0 potuissent_0 ,_0 sed_0 magis_0 inimicitia_0 pullularet_0 ,_0 rex_0 Gunthchramnus_PRS-B Albigensim_GRP-B urbem_0 nepote_0 suo_0 Childebertho_PRS-B reddedit_0 ._0
GRP-B	Hispanorum	Post_0 haec_0 Leuvigildus_PRS-B rex_0 Hispanorum_GRP-B aegrotare_0 coepit_0 ,_0 sed_0 ,_0 ut_0 quidam_0 adserunt_0 ,_0 paenitentiam_0 pro_0 errore_0 heretico_0 agens_0 et_0 obtestans_0 ,_0 ne_0 huic_0 heresi_0 quisquam_0 repperiretur_0 consentaneus_0 ,_0 in_0 legem_0 catholicam_0 transiit_0 ,_0 ac_0 per_0 septem_0 dies_0 in_0 fletu_0 perdurans_0 pro_0 his_0 quae_0 contra_0 Deum_PRS-B iniquae_0 molitus_0 est_0 ,_0 spiritum_0 exalavit_0 ._0
GRP-B	Hispanorum	Igitur_0 post_0 mortem_0 Leuvigilde_PRS-B Hispanorum_GRP-B regis_0 Richaredus_PRS-B ,_0 filius_0 eius_0 ,_0 foedus_0 iniit_0 cum_0 Goesintha_PRS-B ,_0 relicta_0 patris_0 sui_0 ,_0 eamque_0 ut_0 matrem_0 suscepit_0 ._0
PRS-B	Hispaniis	Aiebat_0 enim_0 se_0 de_0 Hispaniis_PRS-B adventare_0 ac_0 reliquias_0 beatissimorum_0 martyrum_0 Vincenti_PRS-B levitae_0 Felicisque_PRS-B martyris_0 exhibere_0 ._0
GEO-B	Hispania	Igitur_0 eo_0 tempore_0 in_0 Hispania_GEO-B Richaredus_PRS-B rex_0 ,_0 conpunctus_0 miseratione_0 divina_0 ,_0 convocatis_0 episcopis_0 relegionis_0 suae_0 ,_0 ait_0 <COLON>_0 '_0 Cur_0 inter_0 vos_0 et_0 sacerdotes_0 illus_0 ,_0 qui_0 se_0 catholicus_0 dicunt_0 ,_0 iugiter_0 scandalum_0 propagatur_0 et_0 ,_0 cum_0 illi_0 per_0 fidem_0 suam_0 signa_0 multa_0 ostendant_0 ,_0 vos_0 nihil_0 tale_0 agere_0 potestis_0 ?_0
GEO-B	Hispania	Interea_0 navis_0 ab_0 Hispania_GEO-B una_0 cum_0 negutio_0 solito_0 ad_0 portum_0 eius_0 adpulsa_0 est_0 ,_0 qui_0 huius_0 morbi_0 fomitem_0 secum_0 nequiter_0 deferebat_0 ._0
GEO-B	Hispaniam	sed_0 causa_0 nescio_0 qua_0 in_0 Septimaniam_PRS-B abiit_0 ac_0 post_0 mortem_0 Athanaeldi_PRS-B regis_0 a_0 Leuvane_PRS-B ,_0 successore_0 eius_0 ,_0 magnifice_0 est_0 receptus_0 adque_0 in_0 urbe_0 Agathensi_GRP-B episcopus_0 ordinatus_0 est._0 Sed_0 post_0 mortem_0 Leuvanis_PRS-B cum_0 Leuvieldus_PRS-B in_0 illa_0 hereticae_0 pravitatis_0 perfidia_0 crassaretur_0 et_0 Ingundis_PRS-B ,_0 filia_0 Sigiberti_PRS-B regis_0 ,_0 cui_0 supra_0 meminimus_0 ,_0 in_0 Hispaniam_GEO-B ad_0 matrimonium_0 duceretur_0 ,_0 audivit_0 Leuvieldus_0 ,_0 quasi_0 hic_0 episcopus_0 ei_0 consilium_0 dedisset_0 ,_0 ut_0 numquam_0 se_0 veneno_0 hereticae_0 credulitatis_0 debent_0 admiscere_0 ,_0 et_0 ob_0 hoc_0 semper_0 ei_0 molestus_0 iniuriarum_0 laqueos_0 intendebat_0 ,_0 quousque_0 eum_0 ab_0 episcopato_0 deiecerit_0 ._0
GEO-B	Hispania	Brunechildis_0 quoque_0 regina_0 iussit_0 fabricari_0 ex_0 auro_0 ac_0 gemmis_0 mirae_0 magnitudinis_0 clipeum_0 ipsumque_0 cum_0 duabus_0 pateris_0 ligneis_0 ,_0 quas_0 vulgo_0 bacchinon_0 vocant_0 ,_0 eisdemque_0 similiter_0 ex_0 gemmis_0 fabricatis_0 et_0 auro_0 ,_0 in_0 Hispania_GEO-B regi_0 mittit_0 ;_0
GEO-B	Hispaniae	Commotus_0 autem_0 rex_0 vias_0 claudi_0 per_0 regnum_0 suum_0 praecepit_0 ,_0 ne_0 ullus_0 de_0 Childeberthi_PRS-B regno_0 per_0 eius_0 regni_0 territurium_0 pervium_0 possit_0 habere_0 ,_0 dicens_0 ,_0 quia_0 <COLON>_0 '_0 Per_0 niquitiam_0 eius_0 ,_0 qui_0 cum_0 regi_0 Hispaniae_GEO-B foedus_0 iniit_0 ,_0 exercitus_0 conruit_0 meus_0 ,_0 et_0 ut_0 se_0 non_0 subdant_0 urbis_0 illae_0 dicione_0 meae_0 ,_0 eius_0 hoc_0 immissio_0 facit_0 '_0 ._0
